number,street,unit,city,postcode,latitude,longitude,reason
5633,CHANTRY DR,,COLUMBUS,43232,39.9234027,-82.8402333,no parcel; street parcels=16 dwelling=0
2665,SILVER OAK DR,,COLUMBUS,43232,39.9254888,-82.8403324,no parcel; street parcels=1 dwelling=0
4563,HEMINGWAY CT,C,COLUMBUS,43232,39.9165002,-82.8744925,no parcel; street parcels=1 dwelling=0
4586,ISINGTON CT,205,COLUMBUS,43232,39.9176448,-82.8741533,no parcel; street parcels=0 dwelling=0
2765,TENNYSON BLVD,D,COLUMBUS,43232,39.9190335,-82.8748602,no parcel; street parcels=0 dwelling=0
2787,NEWCASTLE CT,,COLUMBUS,43232,39.9186953,-82.8744173,no parcel; street parcels=0 dwelling=0
4545,LAKE SIDE S,G,COLUMBUS,43232,39.9233351,-82.8744345,no parcel; street parcels=0 dwelling=0
2477,SHORE BLVD E,,COLUMBUS,43232,39.9243163,-82.8740855,no parcel; street parcels=0 dwelling=0
2487,SHORE BLVD E,,COLUMBUS,43232,39.9242673,-82.8739669,no parcel; street parcels=0 dwelling=0
2401,SHORE BLVD E,A,COLUMBUS,43232,39.9256786,-82.874033,no parcel; street parcels=0 dwelling=0
4564,LAKE SIDE N,,COLUMBUS,43232,39.9271275,-82.8742407,no parcel; street parcels=0 dwelling=0
4607,REFUGEE RD,1B,COLUMBUS,43232,39.9134835,-82.8735568,no parcel; street parcels=267 dwelling=119
4594,ISINGTON CT,200,COLUMBUS,43232,39.9173719,-82.873813,no parcel; street parcels=0 dwelling=0
1779,CHANNINGWAY CT E,,COLUMBUS,43232,39.9423361,-82.8393841,no parcel; street parcels=0 dwelling=0
2812,TENNYSON BLVD,B,COLUMBUS,43232,39.9181228,-82.8731056,no parcel; street parcels=0 dwelling=0
2361,SHORE BLVD E,H,COLUMBUS,43232,39.9265719,-82.8737784,no parcel; street parcels=0 dwelling=0
4560,HILTON CORPORATE DR,,COLUMBUS,43232,39.9358546,-82.8737369,no parcel; street parcels=3 dwelling=0
4651,REFUGEE RD,2C,COLUMBUS,43232,39.9145204,-82.8723655,matched COMMERCIAL
4663,REFUGEE RD,2C,COLUMBUS,43232,39.9146143,-82.8718835,no parcel; street parcels=267 dwelling=119
2891,MERRYMOUNT CT,A,COLUMBUS,43232,39.9168763,-82.8713244,no parcel; street parcels=0 dwelling=0
4639,HILTON CORPORATE DR,,COLUMBUS,43232,39.9344273,-82.871533,no parcel; street parcels=3 dwelling=0
4630,HILTON CORPORATE DR,106,COLUMBUS,43232,39.9362698,-82.8718925,no parcel; street parcels=3 dwelling=0
6659,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
6307,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
1491,WOODSPATH LN,,COLUMBUS,43232,39.9481227,-82.8346251,matched OTHER
4816,ROLLINGBROOK LN,B,COLUMBUS,43232,39.9225321,-82.8626831,no parcel; street parcels=0 dwelling=0
4965,MYERS RD,,COLUMBUS,43232,39.9362213,-82.861018,matched EXEMPT
2125,PINE GROVE LN,,COLUMBUS,43232,39.935734,-82.8608331,no parcel; street parcels=1 dwelling=0
2141,RIVERDALE SQ W,,COLUMBUS,43232,39.9283084,-82.9004736,no parcel; street parcels=0 dwelling=0
5123,CEDAR DR,K,COLUMBUS,43232,39.9359008,-82.8563527,no parcel; street parcels=24 dwelling=15
2355,RANDY CT,,COLUMBUS,43232,39.9239392,-82.8976157,no parcel; street parcels=0 dwelling=0
3731,KIMBERLY WEST DR,UNIT 5,COLUMBUS,43232,39.9189733,-82.895913,no parcel; street parcels=0 dwelling=0
3725,FRANCINE CT,,COLUMBUS,43232,39.9195436,-82.8960106,no parcel; street parcels=0 dwelling=0
3710,CHARBERT CT,,COLUMBUS,43232,39.9210364,-82.8961796,no parcel; street parcels=0 dwelling=0
2261,PETZINGER CT,,COLUMBUS,43232,39.9263275,-82.8965317,no parcel; street parcels=0 dwelling=0
3759,KIMBERLY WEST DR,UNIT 2,COLUMBUS,43232,39.9192401,-82.8952436,no parcel; street parcels=0 dwelling=0
3746,EMRICK CT,,COLUMBUS,43232,39.920292,-82.8955193,no parcel; street parcels=0 dwelling=0
3685,MENDON PL,,COLUMBUS,43232,39.9272888,-82.8949244,no parcel; street parcels=0 dwelling=0
5351,YORKSHIRE VILLAGE LN,,COLUMBUS,43232,39.9450452,-82.8525366,no parcel; street parcels=0 dwelling=0
5354,YORKSHIRE VILLAGE LN,,COLUMBUS,43232,39.9452599,-82.8523701,no parcel; street parcels=0 dwelling=0
3807,RIVERCREEK BAY WAY,,COLUMBUS,43232,39.9245774,-82.8946701,no parcel; street parcels=0 dwelling=0
3173,ST BERNARD CIR,,COLUMBUS,43232,39.9128361,-82.8515035,no parcel; street parcels=0 dwelling=0
3945,KIMBERLY PKWY N,,COLUMBUS,43232,39.9239049,-82.890997,no parcel; street parcels=0 dwelling=0
2243,SUNSHINE PL,,COLUMBUS,43232,39.9271179,-82.8910844,no parcel; street parcels=1 dwelling=0
2164,MUIRWOOD DR,,COLUMBUS,43232,39.9278476,-82.8878854,no parcel; street parcels=1 dwelling=0
2445,CORVETTE CT,,COLUMBUS,43232,39.9236758,-82.8867782,no parcel; street parcels=0 dwelling=0
2296,SEVILLE AVE,,COLUMBUS,43232,39.9267872,-82.8864425,no parcel; street parcels=1 dwelling=0
2242,SEVILLE AVE,,COLUMBUS,43232,39.927616,-82.8865041,no parcel; street parcels=1 dwelling=0
3335,WINTER LANE PARK,,COLUMBUS,43232,39.9114167,-82.8486878,no parcel; street parcels=0 dwelling=0
5475,LONSDALE PL S,UNIT B,COLUMBUS,43232,39.9414868,-82.8483442,no parcel; street parcels=0 dwelling=0
5521,CANTARA PL,1,COLUMBUS,43232,39.9455029,-82.8480535,no parcel; street parcels=0 dwelling=0
1556,APPLETON CT,,COLUMBUS,43232,39.9461288,-82.8480553,no parcel; street parcels=0 dwelling=0
2714,EASTLAND MALL,UNIT A,COLUMBUS,43232,39.9191869,-82.883351,no parcel; street parcels=1 dwelling=0
5488,CHATFORD SQ,,COLUMBUS,43232,39.9355454,-82.8468532,no parcel; street parcels=1 dwelling=0
4283,KIMBERLY PKWY,,COLUMBUS,43232,39.9252724,-82.8820912,no parcel; street parcels=1 dwelling=0
4515,LAKE SIDE N,D,COLUMBUS,43232,39.9267355,-82.87537,no parcel; street parcels=0 dwelling=0
4520,LAKE SIDE N,B,COLUMBUS,43232,39.9270979,-82.8754536,no parcel; street parcels=0 dwelling=0
4544,LAKE SIDE N,,COLUMBUS,43232,39.9271621,-82.8749519,no parcel; street parcels=0 dwelling=0
4599,REFUGEE RD,1D,COLUMBUS,43232,39.9140133,-82.874095,no parcel; street parcels=267 dwelling=119
4552,MANDEVILLE CT,D,COLUMBUS,43232,39.9158219,-82.8747236,no parcel; street parcels=0 dwelling=0
2743,EASTLAND MALL,,COLUMBUS,43232,39.9184517,-82.8841574,no parcel; street parcels=1 dwelling=0
4211,DONLYN CT,,COLUMBUS,43232,39.9264389,-82.8846756,no parcel; street parcels=0 dwelling=0
4220,EASTLAND FOOD CT,,COLUMBUS,43232,39.9188269,-82.8834484,no parcel; street parcels=0 dwelling=0
5614,TINLEY PARK,,COLUMBUS,43232,39.9118881,-82.8458433,no parcel; street parcels=0 dwelling=0
5566,AUTUMN CHASE DR,B,COLUMBUS,43232,39.942556,-82.8458797,no parcel; street parcels=1 dwelling=0
2199,BANWICK RD,,COLUMBUS,43232,39.9265352,-82.9195467,matched INDUSTRIAL
4297,EASTLAND SQUARE DR,,COLUMBUS,43232,39.9125197,-82.8816076,no parcel; street parcels=1 dwelling=0
2307,HAMILTON RD,,COLUMBUS,43232,39.9272729,-82.8805834,no parcel; street parcels=753 dwelling=242
5529,HUTCHINSTONE RD,,COLUMBUS,43232,39.9258774,-82.8435896,no parcel; street parcels=0 dwelling=0
5795,HALLRIDGE CIR,,COLUMBUS,43232,39.9476368,-82.8432335,no parcel; street parcels=0 dwelling=0
5673,E LIVINGSTON AVE,,COLUMBUS,43232,39.9424031,-82.8427583,no parcel; street parcels=920 dwelling=406
5844,HALLRIDGE CIR,C,COLUMBUS,43232,39.9473247,-82.8420915,no parcel; street parcels=0 dwelling=0
1475,ORCHARD PARK DR,,COLUMBUS,43232,39.9498248,-82.843196,matched COMMERCIAL
2859,CITIZENS PL,H,COLUMBUS,43232,39.9168603,-82.8769081,no parcel; street parcels=1 dwelling=0
2826,CITIZENS PL,E,COLUMBUS,43232,39.9177513,-82.8763949,no parcel; street parcels=1 dwelling=0
2826,CITIZENS PL,A,COLUMBUS,43232,39.9177662,-82.8763745,no parcel; street parcels=1 dwelling=0
2844,CITIZENS PL,F,COLUMBUS,43232,39.9173513,-82.8761212,no parcel; street parcels=1 dwelling=0
2788,CITIZENS PL,G,COLUMBUS,43232,39.9182395,-82.8766185,no parcel; street parcels=1 dwelling=0
4491,LAKE SIDE S,F,COLUMBUS,43232,39.9235242,-82.8759434,no parcel; street parcels=0 dwelling=0
2827,WYMAN CT,D,COLUMBUS,43232,39.9175938,-82.8757181,no parcel; street parcels=0 dwelling=0
2450,PARK CRESCENT,,COLUMBUS,43232,39.9303954,-82.8413924,no parcel; street parcels=0 dwelling=0
254,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
120,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
64,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
44,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
4601,REFUGEE RD,1H,COLUMBUS,43232,39.9137362,-82.8741201,no parcel; street parcels=267 dwelling=119
4593,REFUGEE RD,2E,COLUMBUS,43232,39.9145604,-82.8740056,no parcel; street parcels=267 dwelling=119
4545,LAKE SIDE S,A,COLUMBUS,43232,39.9233493,-82.8746245,no parcel; street parcels=0 dwelling=0
4617,REFUGEE RD,2E,COLUMBUS,43232,39.914028,-82.8733212,no parcel; street parcels=267 dwelling=119
4597,REFUGEE RD,2H,COLUMBUS,43232,39.9142067,-82.8738202,no parcel; street parcels=267 dwelling=119
4593,REFUGEE RD,1J,COLUMBUS,43232,39.9145944,-82.8738167,no parcel; street parcels=267 dwelling=119
4621,REFUGEE RD,1D,COLUMBUS,43232,39.9145609,-82.873245,no parcel; street parcels=267 dwelling=119
1289,YORKLAND RD,UNIT H,COLUMBUS,43232,39.9521101,-82.8396441,no parcel; street parcels=34 dwelling=23
1770,MCNAUGHTEN RD,,COLUMBUS,43232,39.9449884,-82.8384768,matched COMMERCIAL
2881,TENNYSON BLVD,203,COLUMBUS,43232,39.9168437,-82.8737185,no parcel; street parcels=0 dwelling=0
2865,THOREAU CT,D,COLUMBUS,43232,39.9172519,-82.8724673,no parcel; street parcels=0 dwelling=0
2942,NATHANIEL BLVD,b,COLUMBUS,43232,39.9157357,-82.8715942,no parcel; street parcels=0 dwelling=0
2902,MERRYMOUNT CT,C,COLUMBUS,43232,39.9166582,-82.8709546,no parcel; street parcels=0 dwelling=0
2866,MERRYMOUNT CT,C,COLUMBUS,43232,39.917416,-82.870791,no parcel; street parcels=0 dwelling=0
4650,HILTON CORPORATE DR,116,COLUMBUS,43232,39.935973,-82.8710004,no parcel; street parcels=3 dwelling=0
1281,MCNAUGHTEN RD,UNIT F,COLUMBUS,43232,39.952466,-82.8390566,no parcel; street parcels=137 dwelling=80
1281,MCNAUGHTEN RD,UNIT N,COLUMBUS,43232,39.9525408,-82.8390483,no parcel; street parcels=137 dwelling=80
2504,EASTERN PINE RD,,COLUMBUS,43232,39.9269011,-82.8380038,no parcel; street parcels=0 dwelling=0
5810,CHATFORD DR,H,COLUMBUS,43232,39.9340096,-82.8378498,matched COMMERCIAL
1554,ABRAHAM WOODS,,COLUMBUS,43232,39.9476444,-82.8378858,no parcel; street parcels=0 dwelling=0
6018,BATHEREST CIR,,COLUMBUS,43232,39.9506526,-82.8376682,no parcel; street parcels=0 dwelling=0
6215,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
6449,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
6151,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
6511,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
6627,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
1516,JOSHUA RUN RD,,COLUMBUS,43232,39.9475223,-82.8370566,matched OTHER
1483,MAXVIEW PL,,COLUMBUS,43232,39.9483058,-82.8367521,matched OTHER
6129,ZACHARY WOODS LN,,COLUMBUS,43232,39.9488883,-82.8360857,matched OTHER
2875,SHILLING DR,,COLUMBUS,43232,39.9136986,-82.9081482,no parcel; street parcels=0 dwelling=0
2496,SCARBOROUGH SQ,3,COLUMBUS,43232,39.9298854,-82.8337495,no parcel; street parcels=0 dwelling=0
6002,LAKE CLUB CT,C,COLUMBUS,43232,39.939296,-82.8335001,no parcel; street parcels=1 dwelling=0
3324,TRADAN DR,,COLUMBUS,43232,39.9145078,-82.9074934,no parcel; street parcels=1 dwelling=0
2720,BRANDY DR,103,COLUMBUS,43232,39.9216693,-82.8632994,no parcel; street parcels=1 dwelling=0
4810,REFUGEE RD,B,COLUMBUS,43232,39.9220318,-82.862703,no parcel; street parcels=267 dwelling=119
1942,OLDE COVENTRY RD E,,COLUMBUS,43232,39.9370313,-82.8593532,no parcel; street parcels=0 dwelling=0
1924,OLDE COVENTRY RD E,,COLUMBUS,43232,39.9374964,-82.8593498,no parcel; street parcels=0 dwelling=0
5056,COVENTRY CT N,B,COLUMBUS,43232,39.9389745,-82.8591243,no parcel; street parcels=0 dwelling=0
3565,REFUGEE RD,,COLUMBUS,43232,39.9153634,-82.9014342,no parcel; street parcels=267 dwelling=119
5097,CEDAR DR,M,COLUMBUS,43232,39.9355923,-82.8571806,no parcel; street parcels=24 dwelling=15
2143,RIVERDALE SQ E,,COLUMBUS,43232,39.928354,-82.8997965,no parcel; street parcels=0 dwelling=0
3655,RIVERDALE SQ,,COLUMBUS,43232,39.9287014,-82.8994669,no parcel; street parcels=0 dwelling=0
3913,GROVES RD,,COLUMBUS,43232,39.9297727,-82.897022,no parcel; street parcels=54 dwelling=4
3795,BUCKMAN ST,,COLUMBUS,43232,39.9145507,-82.8967457,no parcel; street parcels=0 dwelling=0
3731,KIMBERLY WEST DR,,COLUMBUS,43232,39.9190088,-82.8959619,no parcel; street parcels=0 dwelling=0
2318,PETZINGER CT,,COLUMBUS,43232,39.9255103,-82.8959822,no parcel; street parcels=0 dwelling=0
5330,YORKSHIRE TERRACE DR,B9,COLUMBUS,43232,39.9445965,-82.8524545,no parcel; street parcels=0 dwelling=0
3206,ST BERNARD CIR,,COLUMBUS,43232,39.9122172,-82.8510191,no parcel; street parcels=0 dwelling=0
5393,YORKSHIRE TERRACE DR,1C,COLUMBUS,43232,39.944676,-82.8511735,no parcel; street parcels=0 dwelling=0
3985,PENNIMAN ST,,COLUMBUS,43232,39.9158068,-82.8923805,no parcel; street parcels=1 dwelling=0
3855,MAUMEE BAY WAY,,COLUMBUS,43232,39.9235569,-82.8927996,no parcel; street parcels=0 dwelling=0
1719,LONSDALE RD,,COLUMBUS,43232,39.9424848,-82.8505778,matched COMMERCIAL
5664,HIBERNIA DR,,COLUMBUS,43232,39.9524931,-82.8509581,no parcel; street parcels=1 dwelling=0
5604,HIBERNIA DR,B,COLUMBUS,43232,39.9529677,-82.8511405,no parcel; street parcels=1 dwelling=0
5600,HIBERNIA DR,A,COLUMBUS,43232,39.9530571,-82.8511308,no parcel; street parcels=1 dwelling=0
2840,BANWICK RD,,COLUMBUS,43232,39.9264556,-82.9227215,matched INDUSTRIAL
2223,SUNSHINE PL,,COLUMBUS,43232,39.92739,-82.8909386,no parcel; street parcels=1 dwelling=0
5681,HIBERNIA DR,A,COLUMBUS,43232,39.9517257,-82.8494271,no parcel; street parcels=1 dwelling=0
1745,LONSDALE PL E,UNIT C,COLUMBUS,43232,39.9420727,-82.8484425,no parcel; street parcels=0 dwelling=0
1620,LONSDALE RD,UNIT 15,COLUMBUS,43232,39.9448106,-82.8483675,matched COMMERCIAL
2208,SEVILLE AVE,,COLUMBUS,43232,39.9279519,-82.8862243,no parcel; street parcels=1 dwelling=0
4100,TRURO STATION RD,,COLUMBUS,43232,39.9348073,-82.8854946,matched COMMERCIAL
4235,KIMBERLY PKWY,,COLUMBUS,43232,39.9257668,-82.8845292,no parcel; street parcels=1 dwelling=0
5435,LONSDALE PL N,UNIT D,COLUMBUS,43232,39.9421811,-82.8496545,no parcel; street parcels=0 dwelling=0
5445,LONSDALE PL N,UNIT D,COLUMBUS,43232,39.9421417,-82.8493531,no parcel; street parcels=0 dwelling=0
5475,LONSDALE PL S,UNIT C,COLUMBUS,43232,39.9414952,-82.8484086,no parcel; street parcels=0 dwelling=0
5448,LONSDALE PL S,,COLUMBUS,43232,39.9418777,-82.849033,no parcel; street parcels=0 dwelling=0
2779,S HAMILTON RD,,COLUMBUS,43232,39.9177446,-82.8837212,no parcel; street parcels=753 dwelling=242
4246,S HAMILTON RD,,COLUMBUS,43232,39.9139795,-82.8826388,no parcel; street parcels=753 dwelling=242
4245,MACSWAY AVE,,COLUMBUS,43232,39.9217212,-82.8825887,no parcel; street parcels=5 dwelling=0
4600,WINCHESTER PIKE,,COLUMBUS,43232,39.9001285,-82.8813792,no parcel; street parcels=13 dwelling=4
2325,HAMILTON RD,,COLUMBUS,43232,39.9272729,-82.8805834,no parcel; street parcels=753 dwelling=242
5525,CANTARA PL,,COLUMBUS,43232,39.9455128,-82.8478278,no parcel; street parcels=0 dwelling=0
2825,CITIZENS PL,F,COLUMBUS,43232,39.9174988,-82.8775656,no parcel; street parcels=1 dwelling=0
2796,CITIZENS PL,A,COLUMBUS,43232,39.9182741,-82.8769827,no parcel; street parcels=1 dwelling=0
5621,CHATTERTON RD,,COLUMBUS,43232,39.9124032,-82.845661,matched COMMERCIAL
2584,S HAMILTON RD,,COLUMBUS,43232,39.9246058,-82.8777019,no parcel; street parcels=753 dwelling=242
2832,WYMAN CT,B,COLUMBUS,43232,39.9175478,-82.8751453,no parcel; street parcels=0 dwelling=0
4499,LAKE SIDE S,D,COLUMBUS,43232,39.9235174,-82.8758097,no parcel; street parcels=0 dwelling=0
2462,SHORE BLVD W,,COLUMBUS,43232,39.9247007,-82.8755156,no parcel; street parcels=0 dwelling=0
4536,LAKE SIDE S,H,COLUMBUS,43232,39.924094,-82.8751787,no parcel; street parcels=0 dwelling=0
2446,SHORE BLVD W,,COLUMBUS,43232,39.924878,-82.8758853,no parcel; street parcels=0 dwelling=0
2440,SHORE BLVD W,C,COLUMBUS,43232,39.9250397,-82.8758676,no parcel; street parcels=0 dwelling=0
5607,AUTUMN CHASE DR,B,COLUMBUS,43232,39.942353,-82.8448837,no parcel; street parcels=1 dwelling=0
4575,MANDEVILLE CT,A,COLUMBUS,43232,39.9158441,-82.8743578,no parcel; street parcels=0 dwelling=0
2810,NEWCASTLE CT,201,COLUMBUS,43232,39.9182071,-82.874029,no parcel; street parcels=0 dwelling=0
4545,LAKE SIDE N,B,COLUMBUS,43232,39.9266292,-82.8747278,no parcel; street parcels=0 dwelling=0
4582,LAKE SIDE N,,COLUMBUS,43232,39.9270605,-82.8738443,no parcel; street parcels=0 dwelling=0
4591,REFUGEE RD,1C,COLUMBUS,43232,39.9147247,-82.8735403,matched COMMERCIAL
2391,SHORE BLVD E,B,COLUMBUS,43232,39.9260641,-82.8738339,no parcel; street parcels=0 dwelling=0
1409,ORCHARD PARK DR,,COLUMBUS,43232,39.9508306,-82.8440093,matched COMMERCIAL
5679,E LIVINGSTON AVE,,COLUMBUS,43232,39.9425047,-82.842766,no parcel; street parcels=920 dwelling=406
1298,STEVENLANE BLVD,,COLUMBUS,43232,39.9519188,-82.8429464,matched OTHER
3166,WEBSTER DR,,COLUMBUS,43232,39.9155356,-82.9119806,no parcel; street parcels=0 dwelling=0
4655,COLERIDGE CT,,COLUMBUS,43232,39.9158189,-82.8722185,no parcel; street parcels=0 dwelling=0
4660,GROVES RD,,COLUMBUS,43232,39.9302965,-82.8718008,matched INDUSTRIAL
4630,HILTON CORPORATE DR,116,COLUMBUS,43232,39.9358569,-82.8719351,no parcel; street parcels=3 dwelling=0
2578,CHAPPEL CHASE,,COLUMBUS,43232,39.9258812,-82.8413326,no parcel; street parcels=0 dwelling=0
5675,BAIRSFORD CIR N,3,COLUMBUS,43232,39.9342309,-82.8413824,no parcel; street parcels=0 dwelling=0
1299,MCKAHAN AVE,,COLUMBUS,43232,39.9522193,-82.8418779,matched OTHER
1303,MCKAHAN AVE,,COLUMBUS,43232,39.9521056,-82.8417943,matched OTHER
1242,STEVENLANE BLVD,,COLUMBUS,43232,39.9527021,-82.8421149,matched OTHER
4800,HILTON CORPORATE DR,,COLUMBUS,43232,39.9351784,-82.8670611,no parcel; street parcels=3 dwelling=0
586,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
92,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
354,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
494,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
186,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
3658,FARTHING LN,,COLUMBUS,43232,39.9133193,-82.9090515,matched COMMERCIAL
3241,WEBSTER DR,,COLUMBUS,43232,39.915341,-82.9095793,no parcel; street parcels=0 dwelling=0
1544,MCNAUGHTEN RD,,COLUMBUS,43232,39.9477455,-82.8385813,matched OTHER
5737,CHANTRY DR,,COLUMBUS,43232,39.9232433,-82.8378259,no parcel; street parcels=16 dwelling=0
2901,SHILLING DR,,COLUMBUS,43232,39.913259,-82.908249,no parcel; street parcels=0 dwelling=0
6367,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
6663,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
1875,FOUNTAINVIEW CT,B,COLUMBUS,43232,39.9410854,-82.8351352,matched COMMERCIAL
1883,COVENTRY CT,,COLUMBUS,43232,39.9380646,-82.8601799,no parcel; street parcels=2 dwelling=2
3301,BRICE RD,,COLUMBUS,43232,39.9098156,-82.8331726,no parcel; street parcels=386 dwelling=177
2211,LAKE CLUB DR,,COLUMBUS,43232,39.9362783,-82.8333314,matched COMMERCIAL
2096,LAKE CLUB TER,,COLUMBUS,43232,39.9364145,-82.833735,no parcel; street parcels=0 dwelling=0
5983,LAKE CLUB SQ,E,COLUMBUS,43232,39.9379292,-82.8338643,no parcel; street parcels=1 dwelling=0
5980,LAKE CLUB SQ,E,COLUMBUS,43232,39.9382342,-82.8337873,no parcel; street parcels=1 dwelling=0
2490,FOREST GREEN CT,,COLUMBUS,43232,39.9219984,-82.9037652,no parcel; street parcels=0 dwelling=0
5016,COVENTRY CT N,,COLUMBUS,43232,39.9393709,-82.8599593,no parcel; street parcels=0 dwelling=0
2137,RIVERDALE SQ W,,COLUMBUS,43232,39.9283985,-82.900469,no parcel; street parcels=0 dwelling=0
3612,RIVERDALE SQ,,COLUMBUS,43232,39.9291216,-82.9000738,no parcel; street parcels=0 dwelling=0
3622,RIVERDALE SQ,,COLUMBUS,43232,39.9293222,-82.9000614,no parcel; street parcels=0 dwelling=0
5079,CEDAR DR,K,COLUMBUS,43232,39.935654,-82.8578698,no parcel; street parcels=24 dwelling=15
5083,CEDAR DR,C,COLUMBUS,43232,39.9359405,-82.8577266,no parcel; street parcels=24 dwelling=15
3466,COURTRIGHT LN,B,COLUMBUS,43232,39.9259137,-82.8998833,no parcel; street parcels=0 dwelling=0
3628,RIVERDALE SQ,,COLUMBUS,43232,39.9292218,-82.8997396,no parcel; street parcels=0 dwelling=0
3624,RIVERDALE SQ,,COLUMBUS,43232,39.9293063,-82.8997324,no parcel; street parcels=0 dwelling=0
3686,NOAM CT,,COLUMBUS,43232,39.9228187,-82.8980893,no parcel; street parcels=0 dwelling=0
5164,IVYHURST DR,,COLUMBUS,43232,39.9423484,-82.8568266,matched EXEMPT
3708,CHARBERT CT,,COLUMBUS,43232,39.9210613,-82.8961334,no parcel; street parcels=0 dwelling=0
3750,KIMBERLY DR,,COLUMBUS,43232,39.9189877,-82.8955903,no parcel; street parcels=0 dwelling=0
3750,W KIMBERLY DR,,COLUMBUS,43232,39.9193718,-82.8956745,no parcel; street parcels=0 dwelling=0
5471,RED BIRD CT,,COLUMBUS,43232,39.9436707,-82.8531788,no parcel; street parcels=1 dwelling=0
3831,RIVERCREEK BAY WAY,,COLUMBUS,43232,39.9245649,-82.8943064,no parcel; street parcels=0 dwelling=0
3798,SOFT WIND DR,,COLUMBUS,43232,39.9280557,-82.8921618,no parcel; street parcels=0 dwelling=0
2080,SUNSHINE PL,,COLUMBUS,43232,39.9283412,-82.8913576,no parcel; street parcels=1 dwelling=0
5555,HIBERNIA DR,A,COLUMBUS,43232,39.9521005,-82.852033,no parcel; street parcels=1 dwelling=0
5595,HIBERNIA DR,,COLUMBUS,43232,39.951689,-82.851486,no parcel; street parcels=1 dwelling=0
2249,BANWICK RD,,COLUMBUS,43232,39.9256024,-82.9214253,matched INDUSTRIAL
2852,BANWICK RD,,COLUMBUS,43232,39.9268055,-82.9215434,matched INDUSTRIAL
2455,KIMBERLY PKWY N,,COLUMBUS,43232,39.9251331,-82.8888247,no parcel; street parcels=0 dwelling=0
5415,E LIVINGSTON AVE,,COLUMBUS,43232,39.9429073,-82.8505036,matched COMMERCIAL
5621,HIBERNIA DR,,COLUMBUS,43232,39.9518947,-82.8506131,no parcel; street parcels=1 dwelling=0
4605,REFUGEE RD,3C,COLUMBUS,43232,39.913587,-82.8736973,no parcel; street parcels=267 dwelling=119
4620,CHANNING TER,B,COLUMBUS,43232,39.915769,-82.8729519,no parcel; street parcels=0 dwelling=0
4655,REFUGEE RD,2F,COLUMBUS,43232,39.9140085,-82.8722348,no parcel; street parcels=267 dwelling=119
5900,REFUGEE RD,,COLUMBUS,43232,39.9191615,-82.841157,matched COMMERCIAL
2614,CHAPPEL CHASE,,COLUMBUS,43232,39.9254034,-82.8413802,no parcel; street parcels=0 dwelling=0
5685,BAIRSFORD CIR N,3,COLUMBUS,43232,39.9341501,-82.8409753,no parcel; street parcels=0 dwelling=0
478,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
3116,ROTUNDA CT S,,COLUMBUS,43232,39.9258948,-82.9096985,matched COMMERCIAL
2193,ROTUNDA DR,,COLUMBUS,43232,39.9265556,-82.9092339,no parcel; street parcels=10 dwelling=6
4671,REFUGEE RD,2B,COLUMBUS,43232,39.9138532,-82.871663,no parcel; street parcels=267 dwelling=119
4630,HILTON CORPORATE DR,109,COLUMBUS,43232,39.9360005,-82.8718747,no parcel; street parcels=3 dwelling=0
2874,MERRYMOUNT CT,B,COLUMBUS,43232,39.9171893,-82.8708157,no parcel; street parcels=0 dwelling=0
1805,CHANNINGWAY CT E,,COLUMBUS,43232,39.9417211,-82.8394097,no parcel; street parcels=0 dwelling=0
