number,street,unit,city,postcode,latitude,longitude,reason
4661,COLERIDGE CT,A,COLUMBUS,43232,39.9158134,-82.8719777,no parcel; street parcels=0 dwelling=0
2898,SHILLING DR,,COLUMBUS,43232,39.9130562,-82.9076265,no parcel; street parcels=0 dwelling=0
5539,CANTARA PL,6,COLUMBUS,43232,39.9454076,-82.847445,no parcel; street parcels=0 dwelling=0
2104,S HAMILTON RD,,COLUMBUS,43232,39.9316171,-82.8761867,matched COMMERCIAL
3682,KIDRON CT,,COLUMBUS,43232,39.9285288,-82.895174,no parcel; street parcels=0 dwelling=0
5536,DUNFIELD LN,2,COLUMBUS,43232,39.9452251,-82.8474622,no parcel; street parcels=1 dwelling=0
6015,LAKE CLUB CT,,COLUMBUS,43232,39.9387709,-82.8333433,no parcel; street parcels=1 dwelling=0
3213,ST BERNARD CIR,,COLUMBUS,43232,39.9121386,-82.8515784,no parcel; street parcels=0 dwelling=0
2440,CHELSEA CT,,COLUMBUS,43232,39.9232424,-82.8908047,no parcel; street parcels=0 dwelling=0
3030,WINCHESTER PIKE,6,COLUMBUS,43232,39.9125406,-82.9076335,no parcel; street parcels=13 dwelling=4
4667,HILTON CORPORATE DR,,COLUMBUS,43232,39.9337469,-82.8710171,no parcel; street parcels=3 dwelling=0
1481,ORCHARD PARK DR,,COLUMBUS,43232,39.9498199,-82.8430233,matched COMMERCIAL
1429,IDLEWOOD DR,,COLUMBUS,43232,39.9481755,-82.8325182,no parcel; street parcels=0 dwelling=0
3144,S HAMILTON RD,,COLUMBUS,43232,39.9125719,-82.8796161,no parcel; street parcels=753 dwelling=242
4601,REFUGEE RD,3J,COLUMBUS,43232,39.9137767,-82.8738789,no parcel; street parcels=267 dwelling=119
4651,COLERIDGE CT,C,COLUMBUS,43232,39.9158076,-82.8724325,no parcel; street parcels=0 dwelling=0
4589,MONMOUTH CT,,COLUMBUS,43232,39.9177122,-82.8740559,no parcel; street parcels=0 dwelling=0
2209,WABASH CT W,APT 305,COLUMBUS,43232,39.9258543,-82.9082798,matched COMMERCIAL
5123,CEDAR DR,D,COLUMBUS,43232,39.9357884,-82.8563224,no parcel; street parcels=24 dwelling=15
5844,MCKAHAN CT,,COLUMBUS,43232,39.9526331,-82.8409773,matched OTHER
6127,E LIVINGSTON AVE,,COLUMBUS,43232,39.9417672,-82.8309753,matched COMMERCIAL
3728,KNIGHTSWAY LN,,COLUMBUS,43232,39.9209485,-82.8975271,no parcel; street parcels=2 dwelling=0
1317,ORCHARD PARK DR,,COLUMBUS,43232,39.9513158,-82.8423951,no parcel; street parcels=26 dwelling=17
2855,CITIZENS PL,G,COLUMBUS,43232,39.9169843,-82.8770903,no parcel; street parcels=1 dwelling=0
2445,SHORE BLVD E,C,COLUMBUS,43232,39.9247265,-82.8738037,no parcel; street parcels=0 dwelling=0
5670,GREENPINE ST,,COLUMBUS,43232,39.9258606,-82.8389721,no parcel; street parcels=0 dwelling=0
5793,MAPLE TREE LN,,COLUMBUS,43232,39.9270418,-82.8377763,no parcel; street parcels=0 dwelling=0
3577,REFUGEE RD,,COLUMBUS,43232,39.9163051,-82.9008721,no parcel; street parcels=267 dwelling=119
4593,REFUGEE RD,2G,COLUMBUS,43232,39.9147178,-82.8738977,no parcel; street parcels=267 dwelling=119
3260,WINTER LANE PARK,,COLUMBUS,43232,39.9124992,-82.8477621,no parcel; street parcels=0 dwelling=0
5518,DUNFIELD LN,1,COLUMBUS,43232,39.9452555,-82.8480734,no parcel; street parcels=1 dwelling=0
5454,LONSDALE PL N,UNIT B,COLUMBUS,43232,39.9425071,-82.8491394,no parcel; street parcels=0 dwelling=0
4593,REFUGEE RD,1G,COLUMBUS,43232,39.9147436,-82.8738951,no parcel; street parcels=267 dwelling=119
2177,SUNSHINE PL,,COLUMBUS,43232,39.9276819,-82.8914679,no parcel; street parcels=1 dwelling=0
4630,HILTON CORPORATE DR,316,COLUMBUS,43232,39.9358728,-82.8720115,no parcel; street parcels=3 dwelling=0
5760,SPRUCE TREE DR,,COLUMBUS,43232,39.9265775,-82.8378952,no parcel; street parcels=0 dwelling=0
5165,CEDAR DR,B,COLUMBUS,43232,39.9358086,-82.8555982,no parcel; street parcels=24 dwelling=15
6135,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
1786,CHANNINGWAY CT W,,COLUMBUS,43232,39.9420872,-82.840032,no parcel; street parcels=0 dwelling=0
3317,BRANFORD,,COLUMBUS,43232,39.9111823,-82.8457831,no parcel; street parcels=0 dwelling=0
1532,ABRAHAM WOODS,,COLUMBUS,43232,39.9478547,-82.8379455,no parcel; street parcels=0 dwelling=0
5675,BAIRSFORD CIR N,5,COLUMBUS,43232,39.9342732,-82.8413708,no parcel; street parcels=0 dwelling=0
3680,REFUGEE RD,,COLUMBUS,43232,39.9200251,-82.9005413,matched COMMERCIAL
5583,HIBERNIA DR,B,COLUMBUS,43232,39.9516289,-82.8518924,no parcel; street parcels=1 dwelling=0
2260,S HAMILTON RD,,COLUMBUS,43232,39.9286089,-82.8787991,matched COMMERCIAL
196,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
2915,TENNYSON BLVD,C,COLUMBUS,43232,39.9162323,-82.8739426,no parcel; street parcels=0 dwelling=0
2772,BRANDY DR,103,COLUMBUS,43232,39.9208747,-82.8645238,no parcel; street parcels=1 dwelling=0
5393,YORKSHIRE TERRACE DR,3A,COLUMBUS,43232,39.9445381,-82.8511311,no parcel; street parcels=0 dwelling=0
2860,CITIZENS PL,D,COLUMBUS,43232,39.9169085,-82.8762749,no parcel; street parcels=1 dwelling=0
6299,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
4241,DONLYN CT,,COLUMBUS,43232,39.9266454,-82.8844949,no parcel; street parcels=0 dwelling=0
2802,CITIZENS PL,B,COLUMBUS,43232,39.9180921,-82.8769742,no parcel; street parcels=1 dwelling=0
4231,DONLYN CT,,COLUMBUS,43232,39.9264835,-82.884469,no parcel; street parcels=0 dwelling=0
4116,JENERA PL,,COLUMBUS,43232,39.926892,-82.8871384,no parcel; street parcels=0 dwelling=0
2436,CORVETTE CT,,COLUMBUS,43232,39.9240392,-82.886445,no parcel; street parcels=0 dwelling=0
3207,WABASH CT N,,COLUMBUS,43232,39.9267331,-82.9072905,no parcel; street parcels=0 dwelling=0
4651,REFUGEE RD,3C,COLUMBUS,43232,39.9145198,-82.872334,matched COMMERCIAL
2209,WABASH CT W,APT 105,COLUMBUS,43232,39.9258659,-82.9082159,matched COMMERCIAL
4672,FENIMORE CT,B,COLUMBUS,43232,39.9160986,-82.8715132,no parcel; street parcels=0 dwelling=0
5121,CEDAR DR,J,COLUMBUS,43232,39.9358914,-82.8567289,no parcel; street parcels=24 dwelling=15
2730,TENNYSON BLVD,C,COLUMBUS,43232,39.9198385,-82.8749982,no parcel; street parcels=0 dwelling=0
2785,BERWICK SQ,,COLUMBUS,43232,39.9145069,-82.9104135,no parcel; street parcels=1 dwelling=0
2809,CITIZENS PL,D,COLUMBUS,43232,39.9178654,-82.8778619,no parcel; street parcels=1 dwelling=0
3808,BUCKMAN ST,,COLUMBUS,43232,39.9148736,-82.8964867,no parcel; street parcels=0 dwelling=0
5910,SCARBOROUGH BLVD,,COLUMBUS,43232,39.9308571,-82.8332164,matched COMMERCIAL
1874,COVENTRY CT,C,COLUMBUS,43232,39.9383878,-82.8593953,no parcel; street parcels=2 dwelling=2
5568,HIBERNIA DR,B,COLUMBUS,43232,39.9531839,-82.8513096,no parcel; street parcels=1 dwelling=0
2609,SILVER OAK DR,,COLUMBUS,43232,39.9262037,-82.8408778,no parcel; street parcels=1 dwelling=0
1506,ABRAHAM WOODS,,COLUMBUS,43232,39.9481084,-82.8378503,no parcel; street parcels=0 dwelling=0
3743,BIRCHTREE LN,,COLUMBUS,43232,39.9194101,-82.8973622,no parcel; street parcels=0 dwelling=0
3264,MERIDIAN RD,,COLUMBUS,43232,39.9263892,-82.9057041,matched EXEMPT
3200,ELIM MANOR CT,205,COLUMBUS,43232,39.9232634,-82.9088063,matched EXEMPT
4335,DONLYN CT,,COLUMBUS,43232,39.9263817,-82.8836804,no parcel; street parcels=0 dwelling=0
4595,REFUGEE RD,3C,COLUMBUS,43232,39.9144001,-82.8739915,no parcel; street parcels=267 dwelling=119
4680,FENIMORE CT,A,COLUMBUS,43232,39.9162394,-82.8711768,no parcel; street parcels=0 dwelling=0
2881,TENNYSON BLVD,214,COLUMBUS,43232,39.9172007,-82.8736838,no parcel; street parcels=0 dwelling=0
3180,ELIM MANOR CT,203,COLUMBUS,43232,39.9238586,-82.9082716,no parcel; street parcels=1 dwelling=0
2200,SUNSHINE PL,,COLUMBUS,43232,39.9275139,-82.8899979,no parcel; street parcels=1 dwelling=0
2233,S HAMILTON RD,,COLUMBUS,43232,39.9290868,-82.8808463,no parcel; street parcels=753 dwelling=242
1458,WALSHIRE DR N,,COLUMBUS,43232,39.9472657,-82.8480788,no parcel; street parcels=0 dwelling=0
3951,BOSTON COMMON PL,,COLUMBUS,43232,39.9143894,-82.8931863,matched EXEMPT
4582,ISINGTON CT,,COLUMBUS,43232,39.9175724,-82.8740744,no parcel; street parcels=0 dwelling=0
4650,HILTON CORPORATE DR,205,COLUMBUS,43232,39.9355774,-82.8715212,no parcel; street parcels=3 dwelling=0
4611,WORDSWORTH CT,D,COLUMBUS,43232,39.9158847,-82.8731902,no parcel; street parcels=0 dwelling=0
2397,KIMBERLY WOODS DR,,COLUMBUS,43232,39.9246595,-82.8886409,matched EXEMPT
2510,KIMBERLY PKWY E,UNIT 307,COLUMBUS,43232,39.9227157,-82.884469,no parcel; street parcels=0 dwelling=0
2495,SHORE BLVD E,,COLUMBUS,43232,39.924027,-82.8739874,no parcel; street parcels=0 dwelling=0
2046,PINE GROVE LN,,COLUMBUS,43232,39.936052,-82.8591883,no parcel; street parcels=1 dwelling=0
1480,ABRAHAM WOODS,,COLUMBUS,43232,39.948489,-82.8378086,no parcel; street parcels=0 dwelling=0
5793,HALLRIDGE CIR,,COLUMBUS,43232,39.947689,-82.8432267,no parcel; street parcels=0 dwelling=0
3382,WINTER LANE PARK,,COLUMBUS,43232,39.910674,-82.8484428,no parcel; street parcels=0 dwelling=0
2010,ZETTLER RD,,COLUMBUS,43232,39.9306551,-82.9106939,matched COMMERCIAL
5878,YORKLAND CT,UNIT O,COLUMBUS,43232,39.9524206,-82.8396147,no parcel; street parcels=1 dwelling=0
5167,CEDAR DR,G,COLUMBUS,43232,39.9357915,-82.8552693,no parcel; street parcels=24 dwelling=15
5165,CEDAR DR,J,COLUMBUS,43232,39.9356882,-82.8555425,no parcel; street parcels=24 dwelling=15
5897,SARANAC DR,,COLUMBUS,43232,39.9409189,-82.8367481,matched EXEMPT
4635,WORDSWORTH CT,B,COLUMBUS,43232,39.9165751,-82.8729365,no parcel; street parcels=0 dwelling=0
1359,YORKLAND RD,,COLUMBUS,43232,39.9514719,-82.8418525,matched OTHER
5501,E LIVINGSTON AVE,UNIT A,COLUMBUS,43232,39.942743,-82.8479398,no parcel; street parcels=920 dwelling=406
2336,SUNSHINE PL,,COLUMBUS,43232,39.9259213,-82.8901209,no parcel; street parcels=1 dwelling=0
5040,COVENTRY DR,D,COLUMBUS,43232,39.9379685,-82.8594473,no parcel; street parcels=0 dwelling=0
5420,CHATFORD SQ,,COLUMBUS,43232,39.9344162,-82.8466898,no parcel; street parcels=1 dwelling=0
3233,REFUGEE RD,,COLUMBUS,43232,39.9172049,-82.9150067,matched COMMERCIAL
2166,MUIRWOOD DR,,COLUMBUS,43232,39.9277542,-82.8878848,no parcel; street parcels=1 dwelling=0
4988,COVENTRY CT S,,COLUMBUS,43232,39.9379459,-82.860779,no parcel; street parcels=0 dwelling=0
1874,COVENTRY CT,B,COLUMBUS,43232,39.9383871,-82.8594085,no parcel; street parcels=2 dwelling=2
5991,LAKE CLUB SQ,,COLUMBUS,43232,39.9378337,-82.833749,no parcel; street parcels=1 dwelling=0
5693,HIBERNIA DR,C,COLUMBUS,43232,39.9517063,-82.8491231,no parcel; street parcels=1 dwelling=0
3182,EASTHAVEN DR S,,COLUMBUS,43232,39.9249716,-82.9078186,no parcel; street parcels=0 dwelling=0
2327,HAMILTON RD,,COLUMBUS,43232,39.9272729,-82.8805834,no parcel; street parcels=753 dwelling=242
5653,MAPLE TREE LN,,COLUMBUS,43232,39.9270911,-82.8397091,no parcel; street parcels=0 dwelling=0
5730,GREENPINE ST,,COLUMBUS,43232,39.9257822,-82.8376025,no parcel; street parcels=0 dwelling=0
4991,COVENTRY CT S,,COLUMBUS,43232,39.9377561,-82.8605721,no parcel; street parcels=0 dwelling=0
2780,BERWICK SQ,,COLUMBUS,43232,39.9146571,-82.909703,no parcel; street parcels=1 dwelling=0
3750,KIMBERLY PKWY N,,COLUMBUS,43232,39.9189877,-82.8955903,no parcel; street parcels=0 dwelling=0
2881,TENNYSON BLVD,210,COLUMBUS,43232,39.9170938,-82.8736963,no parcel; street parcels=0 dwelling=0
2604,SUMMERWAY CT,,COLUMBUS,43232,39.9202892,-82.8971268,no parcel; street parcels=0 dwelling=0
2824,CITIZENS PL,H,COLUMBUS,43232,39.9177868,-82.8765827,no parcel; street parcels=1 dwelling=0
5200,CEDAR DR,K,COLUMBUS,43232,39.936009,-82.854148,no parcel; street parcels=24 dwelling=15
5729,SPRUCE TREE DR,,COLUMBUS,43232,39.9261509,-82.8382675,no parcel; street parcels=0 dwelling=0
314,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
2315,RANDY CT,,COLUMBUS,43232,39.924603,-82.8983547,no parcel; street parcels=0 dwelling=0
2193,BANWICK RD,,COLUMBUS,43232,39.9263184,-82.9193885,matched INDUSTRIAL
4661,COLERIDGE CT,D,COLUMBUS,43232,39.9158158,-82.8720224,no parcel; street parcels=0 dwelling=0
5393,YORKSHIRE TERRACE DR,,COLUMBUS,43232,39.9445208,-82.851275,no parcel; street parcels=0 dwelling=0
1620,LONSDALE RD,UNIT 10,COLUMBUS,43232,39.9448248,-82.8487413,matched COMMERCIAL
3726,NOAM CT,,COLUMBUS,43232,39.9230939,-82.897234,no parcel; street parcels=0 dwelling=0
4095,ROLLS ROYCE CT,,COLUMBUS,43232,39.9255161,-82.8872983,no parcel; street parcels=0 dwelling=0
3964,RIVERCREEK BAY WAY,,COLUMBUS,43232,39.9247676,-82.891965,no parcel; street parcels=0 dwelling=0
3892,REFUGEE RD,,COLUMBUS,43232,39.9165573,-82.8929033,matched COMMERCIAL
4608,CHANNING TER,,COLUMBUS,43232,39.9155767,-82.873308,no parcel; street parcels=0 dwelling=0
4609,REFUGEE RD,1H,COLUMBUS,43232,39.913361,-82.8731757,no parcel; street parcels=267 dwelling=119
2190,SOFT WIND CT,,COLUMBUS,43232,39.9282884,-82.8931793,no parcel; street parcels=0 dwelling=0
4605,REFUGEE RD,1B,COLUMBUS,43232,39.9134906,-82.8737353,no parcel; street parcels=267 dwelling=119
2950,NATHANIEL BLVD,,COLUMBUS,43232,39.9155719,-82.8716568,no parcel; street parcels=0 dwelling=0
4481,REFUGEE RD,,COLUMBUS,43232,39.9124906,-82.877875,no parcel; street parcels=267 dwelling=119
4480,REFUGEE RD,,COLUMBUS,43232,39.9158838,-82.8769807,matched EXEMPT
5580,MILLERSFIELD DR,,COLUMBUS,43232,39.9260093,-82.8426169,no parcel; street parcels=1 dwelling=0
2566 1/2,PARK CRESCENT,,COLUMBUS,43232,39.9264006,-82.8426943,no parcel; street parcels=0 dwelling=0
5607,HIBERNIA DR,,COLUMBUS,43232,39.9518215,-82.8512513,no parcel; street parcels=1 dwelling=0
2308,PETZINGER CT,,COLUMBUS,43232,39.9256294,-82.8962275,no parcel; street parcels=0 dwelling=0
3960,GROVES RD,,COLUMBUS,43232,39.9333217,-82.893895,matched INDUSTRIAL
2359,HUDSON BAY WAY,,COLUMBUS,43232,39.9247763,-82.8959085,no parcel; street parcels=0 dwelling=0
2590,SILVER OAK DR,,COLUMBUS,43232,39.9262905,-82.8403042,no parcel; street parcels=1 dwelling=0
6371,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
4613,REFUGEE RD,2A,COLUMBUS,43232,39.9137384,-82.8728413,no parcel; street parcels=267 dwelling=119
2780,CITIZENS PL,F,COLUMBUS,43232,39.9185929,-82.8760456,no parcel; street parcels=1 dwelling=0
4585,LAKE SIDE S,I,COLUMBUS,43232,39.9233389,-82.8738717,no parcel; street parcels=0 dwelling=0
2799,MARWOOD CT,D,COLUMBUS,43232,39.9184265,-82.8756275,no parcel; street parcels=1 dwelling=0
3776,KIMBERLY PKWY N,,COLUMBUS,43232,39.9223212,-82.8953633,no parcel; street parcels=0 dwelling=0
3666,RIVERDALE SQ,,COLUMBUS,43232,39.9290331,-82.8991033,no parcel; street parcels=0 dwelling=0
5856,MCKAHAN CT,,COLUMBUS,43232,39.9526035,-82.840663,no parcel; street parcels=14 dwelling=0
2238,SEVILLE AVE,,COLUMBUS,43232,39.9276111,-82.8863365,no parcel; street parcels=1 dwelling=0
2802,CITIZENS PL,D,COLUMBUS,43232,39.9180657,-82.8770217,no parcel; street parcels=1 dwelling=0
1761,BAIRSFORD DR,,COLUMBUS,43232,39.9420006,-82.8442792,matched EXEMPT
2371,SHORE BLVD E,B,COLUMBUS,43232,39.9264964,-82.8737307,no parcel; street parcels=0 dwelling=0
1475,WOODSPATH LN,,COLUMBUS,43232,39.9485459,-82.8345858,matched OTHER
3928,LAUREL LN,,COLUMBUS,43232,39.9228784,-82.891284,no parcel; street parcels=2 dwelling=2
3389,WINTER LANE PARK,,COLUMBUS,43232,39.9105576,-82.849046,no parcel; street parcels=0 dwelling=0
2744,CITIZENS PL,B,COLUMBUS,43232,39.9192799,-82.8762861,no parcel; street parcels=1 dwelling=0
4084,PORSCHE CT,,COLUMBUS,43232,39.9243597,-82.8874951,no parcel; street parcels=1 dwelling=0
1460,ABRAHAM WOODS,,COLUMBUS,43232,39.9487597,-82.8379249,no parcel; street parcels=0 dwelling=0
4089,JENERA PL,,COLUMBUS,43232,39.9263309,-82.8874383,no parcel; street parcels=0 dwelling=0
5585,HUTCHINSTONE RD,,COLUMBUS,43232,39.9255446,-82.8428713,no parcel; street parcels=0 dwelling=0
4597,REFUGEE RD,2E,COLUMBUS,43232,39.9141206,-82.874051,no parcel; street parcels=267 dwelling=119
2233,COURTSIDE DR,I,COLUMBUS,43232,39.9269779,-82.8959632,no parcel; street parcels=2 dwelling=0
2228,MUIRWOOD DR,,COLUMBUS,43232,39.9268929,-82.8876732,no parcel; street parcels=1 dwelling=0
3744,SOFT WIND DR,,COLUMBUS,43232,39.9284563,-82.8930412,no parcel; street parcels=0 dwelling=0
2256,SUNSHINE PL,,COLUMBUS,43232,39.9269883,-82.8903587,no parcel; street parcels=1 dwelling=0
6001,LAKE CLUB CT,F,COLUMBUS,43232,39.9390407,-82.8336205,no parcel; street parcels=1 dwelling=0
3331,WINTER LANE PARK,,COLUMBUS,43232,39.9114719,-82.8485762,no parcel; street parcels=0 dwelling=0
4573,MONMOUTH CT,213,COLUMBUS,43232,39.9178843,-82.8745169,no parcel; street parcels=0 dwelling=0
5225,REFUGEE RD,,COLUMBUS,43232,39.9203037,-82.8503968,matched COMMERCIAL
4665,REFUGEE RD,2F,COLUMBUS,43232,39.9145932,-82.8716228,no parcel; street parcels=267 dwelling=119
5518,E LIVINGSTON AVE,,COLUMBUS,43232,39.9438269,-82.8478461,no parcel; street parcels=920 dwelling=406
3678,FARTHING LN,,COLUMBUS,43232,39.9132003,-82.9085588,no parcel; street parcels=2 dwelling=0
1620,LONSDALE RD,UNIT 16,COLUMBUS,43232,39.9448009,-82.8482709,matched COMMERCIAL
1923,OLDE COVENTRY RD E,,COLUMBUS,43232,39.9371553,-82.8600929,no parcel; street parcels=0 dwelling=0
2809,CITIZENS PL,A,COLUMBUS,43232,39.917845,-82.8778404,no parcel; street parcels=1 dwelling=0
5052,COVENTRY CT N,C,COLUMBUS,43232,39.9390037,-82.8590888,no parcel; street parcels=0 dwelling=0
5121,CEDAR DR,F,COLUMBUS,43232,39.9357747,-82.8567301,no parcel; street parcels=24 dwelling=15
4622,HEBRIDES DR,A,COLUMBUS,43232,39.9175408,-82.8729629,no parcel; street parcels=0 dwelling=0
5849,REDAPPLE RIDGE,,COLUMBUS,43232,39.9435034,-82.8429528,no parcel; street parcels=0 dwelling=0
5981,LAKE CLUB SQ,B,COLUMBUS,43232,39.9380506,-82.8337612,no parcel; street parcels=1 dwelling=0
1875,FOUNTAINVIEW CT,F,COLUMBUS,43232,39.941119,-82.8352276,matched COMMERCIAL
3388,WINTER LANE PARK,,COLUMBUS,43232,39.910537,-82.8484107,no parcel; street parcels=0 dwelling=0
3089,ELIM ESTATES DR,,COLUMBUS,43232,39.9239948,-82.9098712,matched OTHER
4667,REFUGEE RD,1B,COLUMBUS,43232,39.9142841,-82.8716025,no parcel; street parcels=267 dwelling=119
4607,REFUGEE RD,3A,COLUMBUS,43232,39.9135713,-82.8735197,no parcel; street parcels=267 dwelling=119
2202,SEVILLE AVE,,COLUMBUS,43232,39.92813,-82.886318,no parcel; street parcels=1 dwelling=0
6443,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
5801,HALLRIDGE CIR,,COLUMBUS,43232,39.9474341,-82.8431077,no parcel; street parcels=0 dwelling=0
3161,WABASH CT S,,COLUMBUS,43232,39.9252635,-82.9083551,no parcel; street parcels=0 dwelling=0
5460,LONSDALE PL S,UNIT D,COLUMBUS,43232,39.9418754,-82.8486951,no parcel; street parcels=0 dwelling=0
3802,BUCKMAN ST,,COLUMBUS,43232,39.9148732,-82.8966079,no parcel; street parcels=0 dwelling=0
2870,WOOLWICH CT,105,COLUMBUS,43232,39.916952,-82.8744145,no parcel; street parcels=0 dwelling=0
4671,REFUGEE RD,1F,COLUMBUS,43232,39.9137193,-82.8717459,no parcel; street parcels=267 dwelling=119
1806,CHANNINGWAY CT W,,COLUMBUS,43232,39.9416817,-82.8397376,no parcel; street parcels=0 dwelling=0
3384,REFUGEE RD,,COLUMBUS,43232,39.9183432,-82.9113841,matched COMMERCIAL
3552,ARIEL DR,,COLUMBUS,43232,39.9240263,-82.898108,no parcel; street parcels=0 dwelling=0
2828,TENNYSON BLVD,A,COLUMBUS,43232,39.9178404,-82.8730696,no parcel; street parcels=0 dwelling=0
4536,LAKE SIDE S,A,COLUMBUS,43232,39.9240541,-82.8749801,no parcel; street parcels=0 dwelling=0
2241,SUNSHINE PL,,COLUMBUS,43232,39.9272315,-82.8910719,no parcel; street parcels=1 dwelling=0
4671,REFUGEE RD,2F,COLUMBUS,43232,39.9137183,-82.8717636,no parcel; street parcels=267 dwelling=119
4529,LAKE SIDE S,,COLUMBUS,43232,39.9235749,-82.8749927,no parcel; street parcels=0 dwelling=0
6156,GIOFFRE WOODS LN,,COLUMBUS,43232,39.9477694,-82.834992,matched OTHER
6141,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
4615,REFUGEE RD,3A,COLUMBUS,43232,39.9139326,-82.8730326,no parcel; street parcels=267 dwelling=119
2810,TENNYSON BLVD,C,COLUMBUS,43232,39.9182224,-82.873109,no parcel; street parcels=0 dwelling=0
2231,COURTSIDE DR,G,COLUMBUS,43232,39.927021,-82.8961557,no parcel; street parcels=2 dwelling=0
162,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
3770,KIMBERLY PKWY N,,COLUMBUS,43232,39.9221935,-82.8955669,no parcel; street parcels=0 dwelling=0
4667,REFUGEE RD,3B,COLUMBUS,43232,39.9142861,-82.8716533,no parcel; street parcels=267 dwelling=119
1816,CHANNINGWAY CT W,,COLUMBUS,43232,39.9416972,-82.8400622,no parcel; street parcels=0 dwelling=0
3712,DAWN CT,,COLUMBUS,43232,39.9204706,-82.8962869,no parcel; street parcels=0 dwelling=0
4656,HEBRIDES DR,C,COLUMBUS,43232,39.9175302,-82.8718161,no parcel; street parcels=0 dwelling=0
5685,BAIRSFORD CIR N,18,COLUMBUS,43232,39.9342056,-82.8410396,no parcel; street parcels=0 dwelling=0
5766,KARENWAY DR,,COLUMBUS,43232,39.9518136,-82.8428218,matched OTHER
180,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
5427,YORKSHIRE TERRACE DR,6C,COLUMBUS,43232,39.9443868,-82.8504533,no parcel; street parcels=0 dwelling=0
2123,S JAMES RD,,COLUMBUS,43232,39.9278581,-82.9170479,matched INDUSTRIAL
3461,COURTRIGHT LN,,COLUMBUS,43232,39.9256314,-82.8999056,no parcel; street parcels=0 dwelling=0
2450,SOBECK RD,,COLUMBUS,43232,39.9215068,-82.9128921,matched INDUSTRIAL
2209,WABASH CT W,APT 301,COLUMBUS,43232,39.9259753,-82.9082674,matched COMMERCIAL
2750,TENNYSON BLVD,A,COLUMBUS,43232,39.9194203,-82.8746013,no parcel; street parcels=0 dwelling=0
2791,CITIZENS PL,B,COLUMBUS,43232,39.9183252,-82.8779185,no parcel; street parcels=1 dwelling=0
4554,ISINGTON CT,,COLUMBUS,43232,39.9176507,-82.8746619,no parcel; street parcels=0 dwelling=0
5738,HIBERNIA DR,B,COLUMBUS,43232,39.9533825,-82.8489605,no parcel; street parcels=1 dwelling=0
3757,KNIGHTSWAY LN,,COLUMBUS,43232,39.9206863,-82.8971337,no parcel; street parcels=2 dwelling=0
6467,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
2209,WABASH CT W,APT 303,COLUMBUS,43232,39.9259113,-82.9082749,matched COMMERCIAL
5467,LONSDALE PL N,,COLUMBUS,43232,39.9427807,-82.8487697,no parcel; street parcels=0 dwelling=0
5880,YORKLAND CT,UNIT E,COLUMBUS,43232,39.9525278,-82.8402742,no parcel; street parcels=1 dwelling=0
1762,LONSDALE PL E,,COLUMBUS,43232,39.9418248,-82.8480409,no parcel; street parcels=0 dwelling=0
6227,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
2061,LAKE CLUB TER,,COLUMBUS,43232,39.9375244,-82.8343823,no parcel; street parcels=0 dwelling=0
2781,MARWOOD CT,,COLUMBUS,43232,39.9187124,-82.8752771,no parcel; street parcels=1 dwelling=0
2581,KIMBERLY PKWY W,,COLUMBUS,43232,39.9208549,-82.8954797,no parcel; street parcels=0 dwelling=0
4976,MYERS RD,,COLUMBUS,43232,39.9367503,-82.8607014,matched COMMERCIAL
3208,WINTER LANE PARK,,COLUMBUS,43232,39.9131596,-82.8479375,no parcel; street parcels=0 dwelling=0
5608,HIBERNIA DR,A,COLUMBUS,43232,39.9529713,-82.8512464,no parcel; street parcels=1 dwelling=0
2510,KIMBERLY PKWY E,UNIT 108,COLUMBUS,43232,39.9226626,-82.8845318,no parcel; street parcels=0 dwelling=0
5370,YORKSHIRE TERRACE DR,F,COLUMBUS,43232,39.944779,-82.8517602,no parcel; street parcels=0 dwelling=0
5950,REFUGEE RD,,COLUMBUS,43232,39.9187337,-82.8398936,no parcel; street parcels=267 dwelling=119
3489,COURTRIGHT LN,,COLUMBUS,43232,39.9251988,-82.899481,no parcel; street parcels=0 dwelling=0
2367,HUDSON BAY WAY,,COLUMBUS,43232,39.9246419,-82.8958828,no parcel; street parcels=0 dwelling=0
