number,street,unit,nearest_parcel_land_use,distance_m,reason
6283,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
1939,BAIRSFORD DR,,403,22.3,nearest non-residential (403)
1897,FOUNTAINVIEW CT,,403,55.9,nearest non-residential (403)
5415,YORKSHIRE TERRACE DR,3C,403,8.0,nearest non-residential (403)
4611,REFUGEE RD,3F,403,83.5,nearest parcel 84m away (> 60m)
2802,MARWOOD CT,D,403,22.2,nearest non-residential (403)
2447,SHORE BLVD E,F,403,62.6,nearest parcel 63m away (> 60m)
5685,HIBERNIA DR,B,510,80.0,nearest parcel 80m away (> 60m)
6003,LAKE CLUB CT,F,403,145.0,nearest parcel 145m away (> 60m)
4551,LAKE SIDE S,C,122,80.1,nearest parcel 80m away (> 60m)
3717,KIMBERLY WEST DR,UNIT 5,600,66.3,nearest parcel 66m away (> 60m)
4258,S HAMILTON RD,,426,83.9,nearest parcel 84m away (> 60m)
4599,MONMOUTH CT,206,403,89.0,nearest parcel 89m away (> 60m)
4543,LAKE SIDE S,,122,121.2,nearest parcel 121m away (> 60m)
2724,TENNYSON BLVD,B,481,142.4,nearest parcel 142m away (> 60m)
2089,LAKE CLUB TER,E,400,60.4,nearest parcel 60m away (> 60m)
5427,YORKSHIRE TERRACE DR,1C,403,18.1,nearest non-residential (403)
2779,GROSSE POINT,,403,78.0,nearest parcel 78m away (> 60m)
2434,KIMBERLY WOODS DR,,680,45.0,nearest non-residential (680)
42,CHANTRY DR,,447,15.6,nearest non-residential (447)
2881,TENNYSON BLVD,200,403,119.0,nearest parcel 119m away (> 60m)
4649,COLERIDGE CT,C,403,44.7,nearest non-residential (403)
1988,FOUNTAINVIEW CT,F,403,73.6,nearest parcel 74m away (> 60m)
3807,BUCKMAN ST,,500,14.9,nearest=vacant land
4593,WORDSWORTH CT,,403,117.8,nearest parcel 118m away (> 60m)
4601,REFUGEE RD,3H,403,60.7,nearest parcel 61m away (> 60m)
2610,CHAPPEL CHASE,,403,81.8,nearest parcel 82m away (> 60m)
4003,PENNIMAN ST,,501,81.9,nearest parcel 82m away (> 60m)
5587,CHATTERTON RD,,425,26.2,nearest non-residential (425)
6185,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
4661,REFUGEE RD,3D,403,71.2,nearest parcel 71m away (> 60m)
1877,FOUNTAINVIEW CT,D,899,63.8,nearest parcel 64m away (> 60m)
2942,NATHANIEL BLVD,D,403,108.6,nearest parcel 109m away (> 60m)
4564,ISINGTON CT,206,403,72.5,nearest parcel 72m away (> 60m)
2176,SOFT WIND CT,,403,106.8,nearest parcel 107m away (> 60m)
1805,CHANNINGWAY CT W,,403,80.4,nearest parcel 80m away (> 60m)
4607,REFUGEE RD,1C,403,77.2,nearest parcel 77m away (> 60m)
3573,REFUGEE RD,,467,120.4,nearest parcel 120m away (> 60m)
5484,LONSDALE PL N,UNIT D,403,78.5,nearest parcel 79m away (> 60m)
3742,NOAM CT,,403,69.4,nearest parcel 69m away (> 60m)
5617,AUTUMN CHASE DR,,411,31.9,nearest non-residential (411)
2860,WINCHESTER PIKE,,467,42.6,nearest non-residential (467)
6203,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5599,HIBERNIA DR,A,510,72.0,nearest parcel 72m away (> 60m)
3801,BUCKMAN ST,,500,15.6,nearest=vacant land
2794,TENNYSON BLVD,A,403,16.4,nearest non-residential (403)
5467,E LIVINGSTON AVE,UNIT A,403,10.8,nearest non-residential (403)
3340,TRADAN DR,,403,67.4,nearest parcel 67m away (> 60m)
3756,WESTPOINT DR,UNIT 5,403,42.3,nearest non-residential (403)
5704,HIBERNIA DR,C,690,62.7,nearest parcel 63m away (> 60m)
2439,SHORE BLVD E,,403,46.7,nearest non-residential (403)
1554,APPLETON CT,,403,23.1,nearest non-residential (403)
3390,WINTER LANE PARK,,403,10.7,nearest non-residential (403)
4795,ROLLINGBROOK LN,C,403,35.2,nearest non-residential (403)
1911,OLDE COVENTRY RD E,,403,29.7,nearest non-residential (403)
1986,FOUNTAINVIEW CT,C,403,75.8,nearest parcel 76m away (> 60m)
2748,EASTLAND MALL,UNIT A,427,75.7,nearest parcel 76m away (> 60m)
3673,RIVERDALE SQ,,403,31.2,nearest non-residential (403)
2287,MUIRWOOD DR,,400,31.3,nearest non-residential (400)
5940,SCARBOROUGH BLVD,,425,45.0,nearest non-residential (425)
5427,YORKSHIRE TERRACE DR,4A,403,24.6,nearest non-residential (403)
4594,ISINGTON CT,205,403,94.2,nearest parcel 94m away (> 60m)
5097,CEDAR DR,A,,9.1,nearest non-residential ()
3780,WESTPOINT DR,UNIT 6,403,66.6,nearest parcel 67m away (> 60m)
5165,CEDAR DR,G,,25.8,nearest non-residential ()
2843,CITIZENS PL,F,499,91.7,nearest parcel 92m away (> 60m)
126,CHANTRY DR,,447,15.6,nearest non-residential (447)
4267,DONLYN CT,,447,35.0,nearest non-residential (447)
5502,CHANTRY DR,,354,87.4,nearest parcel 87m away (> 60m)
2447,SHORE BLVD E,H,403,70.0,nearest parcel 70m away (> 60m)
6605,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6619,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2630,BIRCHTREE CT,,403,42.9,nearest non-residential (403)
6119,ASTOR AVE,,500,17.8,nearest=vacant land
1990,FOUNTAINVIEW CT,A,403,86.3,nearest parcel 86m away (> 60m)
6523,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
3750,WESTPOINT DR,UNIT 2,403,44.6,nearest non-residential (403)
3205,S HAMILTON RD,,400,110.9,nearest parcel 111m away (> 60m)
2371,SHORE BLVD E,F,403,139.4,nearest parcel 139m away (> 60m)
5888,CHATFORD DR,B,403,70.2,nearest parcel 70m away (> 60m)
2852,CITIZENS PL,C,403,90.6,nearest parcel 91m away (> 60m)
5577,HIBERNIA DR,C,510,82.2,nearest parcel 82m away (> 60m)
5982,LAKE CLUB SQ,B,403,83.1,nearest parcel 83m away (> 60m)
3763,KNIGHTSWAY LN,,403,14.0,nearest non-residential (403)
4986,COVENTRY CT S,,403,85.0,nearest parcel 85m away (> 60m)
4590,ISINGTON CT,,403,106.3,nearest parcel 106m away (> 60m)
3683,KIDRON CT,,403,106.3,nearest parcel 106m away (> 60m)
4269,EASTLAND SQUARE DR,,422,61.2,nearest parcel 61m away (> 60m)
2726,TENNYSON BLVD,B,481,143.2,nearest parcel 143m away (> 60m)
5825,E LIVINGSTON AVE,,499,6.4,nearest non-residential (499)
4655,REFUGEE RD,3E,403,57.5,nearest non-residential (403)
5040,COVENTRY DR,A,403,66.3,nearest parcel 66m away (> 60m)
2796,CITIZENS PL,C,403,51.8,nearest non-residential (403)
1321,MCNAUGHTEN RD,,403,82.2,nearest parcel 82m away (> 60m)
3685,FARTHING LN,,403,50.2,nearest non-residential (403)
5888,CHATFORD DR,E,403,76.1,nearest parcel 76m away (> 60m)
2045,PINE NEEDLE CT,,401,8.6,nearest non-residential (401)
5005,COVENTRY CT N,,510,71.2,nearest parcel 71m away (> 60m)
6062,CHANNINGWAY BLVD,,449,18.3,nearest non-residential (449)
1844,COVENTRY LN,,403,52.3,nearest non-residential (403)
1142,IDLEWILD DR,,500,8.7,nearest=vacant land
2145,RIVERDALE SQ E,,625,11.2,nearest non-residential (625)
3661,RIVERDALE SQ,,625,41.6,nearest non-residential (625)
3653,RIVERDALE SQ,,403,51.8,nearest non-residential (403)
3740,NOAM CT,,403,66.2,nearest parcel 66m away (> 60m)
2641,COURTRIGHT RD,,403,6.1,nearest non-residential (403)
3755,KIMBERLY WEST DR,UNIT 6,403,52.8,nearest non-residential (403)
3663,MENDON PL,,520,81.7,nearest parcel 82m away (> 60m)
2468,HUDSON BAY WAY,,403,80.6,nearest parcel 81m away (> 60m)
3972,SOLDIER ST,,500,17.3,nearest=vacant land
3970,LAUREL LN,,403,18.2,nearest non-residential (403)
2102,MUIRWOOD DR,,400,133.6,nearest parcel 134m away (> 60m)
4088,JENERA PL,,403,35.2,nearest non-residential (403)
5427,LONSDALE PL S,UNIT D,401,46.1,nearest non-residential (401)
1762,LONSDALE PL E,UNIT B,403,73.5,nearest parcel 73m away (> 60m)
5489,E LIVINGSTON AVE,UNIT B,426,98.2,nearest parcel 98m away (> 60m)
4318,REFUGEE RD,,467,35.0,nearest non-residential (467)
1851,BAIRSFORD DR,,520,65.2,nearest parcel 65m away (> 60m)
1793,BAIRSFORD CIR W,,403,55.0,nearest non-residential (403)
2824,CITIZENS PL,B,403,8.4,nearest non-residential (403)
2774,CITIZENS PL,B,403,119.2,nearest parcel 119m away (> 60m)
2735,TENNYSON BLVD,C,403,154.1,nearest parcel 154m away (> 60m)
4599,REFUGEE RD,3C,403,47.6,nearest non-residential (403)
5545,CHATFORD DR,,403,27.9,nearest non-residential (403)
5553,CHATFORD DR,F,403,26.1,nearest non-residential (403)
1811,BAIRSFORD DR,2L,403,33.6,nearest non-residential (403)
2564,PARK CRESCENT,,403,77.2,nearest parcel 77m away (> 60m)
5681,E LIVINGSTON AVE,,400,60.5,nearest parcel 60m away (> 60m)
2750,TENNYSON BLVD,D,403,130.4,nearest parcel 130m away (> 60m)
4545,LAKE SIDE S,C,122,92.6,nearest parcel 93m away (> 60m)
2447,SHORE BLVD E,C,403,76.3,nearest parcel 76m away (> 60m)
2427,SHORE BLVD E,,403,40.9,nearest non-residential (403)
2407,SHORE BLVD E,,403,63.3,nearest parcel 63m away (> 60m)
4576,LAKE SIDE N,,351,166.3,nearest parcel 166m away (> 60m)
4617,REFUGEE RD,2D,403,3.7,nearest non-residential (403)
2881,TENNYSON BLVD,206,403,124.8,nearest parcel 125m away (> 60m)
2881,TENNYSON BLVD,103,403,118.3,nearest parcel 118m away (> 60m)
5637,CHANTRY DR,,447,77.3,nearest parcel 77m away (> 60m)
438,CHANTRY DR,,447,15.6,nearest non-residential (447)
308,CHANTRY DR,,447,15.6,nearest non-residential (447)
140,CHANTRY DR,,447,15.6,nearest non-residential (447)
4657,REFUGEE RD,2K,403,58.9,nearest non-residential (403)
4644,CHANNING TER,,403,111.9,nearest parcel 112m away (> 60m)
4635,HILTON CORPORATE DR,,670,56.3,nearest non-residential (670)
4650,HILTON CORPORATE DR,204,411,115.3,nearest parcel 115m away (> 60m)
1321,YORKLAND RD,UNIT,401,19.8,nearest non-residential (401)
1778,MCNAUGHTEN RD,,401,10.3,nearest non-residential (401)
3167,WEBSTER DR,,420,72.5,nearest parcel 72m away (> 60m)
5804,CHATFORD DR,F,899,119.3,nearest parcel 119m away (> 60m)
6421,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6461,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6625,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5840,CHATFORD DR,A,899,68.1,nearest parcel 68m away (> 60m)
5838,CHATFORD DR,,403,19.6,nearest non-residential (403)
5876,CHATFORD DR,C,403,22.0,nearest non-residential (403)
3225,ELIM MANOR CT,,591,11.2,nearest non-residential (591)
2772,BRANDY DR,201,403,60.8,nearest parcel 61m away (> 60m)
5357,YORKSHIRE TERRACE DR,B,403,40.4,nearest non-residential (403)
2139,COURTRIGHT RD,,403,24.9,nearest non-residential (403)
3752,BIRCHTREE LN,,403,27.6,nearest non-residential (403)
2529,COURTRIGHT RD,,402,61.2,nearest parcel 61m away (> 60m)
2503,COURTRIGHT RD,,402,46.1,nearest non-residential (402)
5381,YORKSHIRE TERRACE DR,3B,550,63.0,nearest parcel 63m away (> 60m)
5415,YORKSHIRE TERRACE DR,3B,403,9.8,nearest non-residential (403)
5427,YORKSHIRE TERRACE DR,3C,403,19.9,nearest non-residential (403)
3691,KIDRON CT,,403,92.7,nearest parcel 93m away (> 60m)
3840,MAUMEE BAY WAY,,403,64.7,nearest parcel 65m away (> 60m)
5427,LONSDALE PL S,UNIT B,401,44.2,nearest non-residential (401)
5770,HIBERNIA DR,,403,64.3,nearest parcel 64m away (> 60m)
3962,LAUREL LN,,403,7.8,nearest non-residential (403)
5502,DUNFIELD LN,6,403,56.3,nearest non-residential (403)
2213,MUIRWOOD DR,,400,57.3,nearest non-residential (400)
2154,MUIRWOOD DR,,481,125.7,nearest parcel 126m away (> 60m)
2208,MUIRWOOD DR,,403,24.3,nearest non-residential (403)
5516,DUNFIELD LN,6,403,38.5,nearest non-residential (403)
5536,DUNFIELD LN,1,403,24.4,nearest non-residential (403)
5540,CANTARA PL,,403,40.2,nearest non-residential (403)
5703,HIBERNIA DR,A,403,49.2,nearest non-residential (403)
5715,HIBERNIA DR,C,690,49.2,nearest non-residential (690)
2290,SEVILLE AVE,,403,21.6,nearest non-residential (403)
2230,SEVILLE AVE,,403,68.1,nearest parcel 68m away (> 60m)
2200,SEVILLE AVE,,403,115.6,nearest parcel 116m away (> 60m)
1841,BAIRSFORD DR,,403,80.6,nearest parcel 81m away (> 60m)
4202,EASTLAND SQUARE DR,,422,33.5,nearest non-residential (422)
4267,EASTLAND FOOD CT,,427,93.9,nearest parcel 94m away (> 60m)
1813,BAIRSFORD DR,2D,403,19.4,nearest non-residential (403)
1813,BAIRSFORD DR,2L,403,11.1,nearest non-residential (403)
2745,TENNYSON BLVD,B,403,119.7,nearest parcel 120m away (> 60m)
2442,SHORE BLVD W,,480,77.9,nearest parcel 78m away (> 60m)
2460,SHORE BLVD W,B,403,87.9,nearest parcel 88m away (> 60m)
1811,BAIRSFORD DR,1K,403,19.0,nearest non-residential (403)
1811,BAIRSFORD DR,1A,403,30.8,nearest non-residential (403)
2824,WYMAN CT,,403,47.9,nearest non-residential (403)
4619,REFUGEE RD,1D,403,85.2,nearest parcel 85m away (> 60m)
4580,LAKE SIDE N,D,351,178.3,nearest parcel 178m away (> 60m)
4628,CHANNING TER,A,403,104.8,nearest parcel 105m away (> 60m)
4641,COLERIDGE CT,,403,20.0,nearest non-residential (403)
2560 1/2,PARK CRESCENT,,403,81.4,nearest parcel 81m away (> 60m)
1251,STEVENLANE BLVD,,,50.1,nearest non-residential ()
612,CHANTRY DR,,447,15.6,nearest non-residential (447)
5853,YORKLAND CT,UNIT,,14.2,nearest non-residential ()
5863,YORKLAND CT,UNIT,,11.8,nearest non-residential ()
1770,CHANNINGWAY CT W,,403,37.7,nearest non-residential (403)
5676,GREENPINE ST,,400,65.4,nearest parcel 65m away (> 60m)
1281,MCNAUGHTEN RD,UNIT H,403,94.6,nearest parcel 95m away (> 60m)
5755,CHANTRY DR,,426,71.6,nearest parcel 72m away (> 60m)
5718,GREENPINE ST,,400,80.2,nearest parcel 80m away (> 60m)
6291,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2744,BRANDY DR,201,403,31.8,nearest non-residential (403)
6507,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6417,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6131,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6114,MCNAUGHTEN CENTER,,458,22.6,nearest non-residential (458)
2783,BERWICK SQ,,403,36.1,nearest non-residential (403)
3207,WEBSTER DR,,480,76.1,nearest parcel 76m away (> 60m)
3268,ELIM MANOR CT,,591,57.3,nearest non-residential (591)
1862,COVENTRY LN,A,403,22.3,nearest non-residential (403)
5902,CHATFORD DR,,403,19.6,nearest non-residential (403)
1986,FOUNTAINVIEW CT,G,403,80.2,nearest parcel 80m away (> 60m)
2898,TUPPENCE DR,,403,64.4,nearest parcel 64m away (> 60m)
6009,LAKE CLUB SQ,,400,60.4,nearest parcel 60m away (> 60m)
3414,WESTPOINT DR,,520,61.0,nearest parcel 61m away (> 60m)
5200,CEDAR DR,,,24.9,nearest non-residential ()
5265,E LIVINGSTON AVE,,499,26.8,nearest non-residential (499)
3262,ELIM MANOR CT,,591,65.4,nearest parcel 65m away (> 60m)
1289,YORKLAND RD,UNIT E,403,14.0,nearest non-residential (403)
5880,YORKLAND CT,,,18.4,nearest non-residential ()
5695,MAPLE TREE LN,,403,75.1,nearest parcel 75m away (> 60m)
3180,ELIM MANOR CT,209,591,10.4,nearest non-residential (591)
2744,BRANDY DR,102,403,26.3,nearest non-residential (403)
2740,BRANDY DR,102,403,36.8,nearest non-residential (403)
5716,GREENPINE ST,,400,86.9,nearest parcel 87m away (> 60m)
6329,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6571,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5933,MORRISSEY ST,,,19.0,nearest non-residential ()
5852,CHATFORD DR,C,403,46.5,nearest non-residential (403)
5880,CHATFORD DR,G,403,41.5,nearest non-residential (403)
5870,CHATFORD DR,B,403,16.1,nearest non-residential (403)
1990,FOUNTAINVIEW CT,B,403,81.5,nearest parcel 81m away (> 60m)
2117,PINE GROVE LN,,401,12.3,nearest non-residential (401)
4975,COVENTRY CT S,,403,128.0,nearest parcel 128m away (> 60m)
4974,COVENTRY CT S,,403,113.9,nearest parcel 114m away (> 60m)
5916,CHATFORD DR,D,449,133.7,nearest parcel 134m away (> 60m)
1937,FOUNTAINVIEW CT,,403,25.0,nearest non-residential (403)
2116,PINE GROVE LN,,403,19.4,nearest non-residential (403)
4998,MYERS RD,,403,33.0,nearest non-residential (403)
5017,COVENTRY CT N,,510,71.4,nearest parcel 71m away (> 60m)
2058,PINE GROVE LN,,510,74.7,nearest parcel 75m away (> 60m)
5997,LAKE CLUB SQ,,403,49.2,nearest non-residential (403)
1948,FOUNTAINVIEW CT,H,403,109.5,nearest parcel 110m away (> 60m)
2150,RIVERDALE SQ E,,403,46.3,nearest non-residential (403)
5167,CEDAR DR,E,,9.9,nearest non-residential ()
3754,BIRCHTREE LN,,403,28.9,nearest non-residential (403)
3718,WESTPOINT DR,UNIT 5,600,51.1,nearest non-residential (600)
3774,WESTPOINT DR,,403,46.4,nearest non-residential (403)
2207,DURANT AVE,,403,52.6,nearest non-residential (403)
3856,MAUMEE BAY WAY,,403,66.5,nearest parcel 67m away (> 60m)
5200,CEDAR DR,E,,20.2,nearest non-residential ()
5469,RED BIRD CT,,402,31.3,nearest non-residential (402)
3888,MAUMEE BAY WAY,,403,89.7,nearest parcel 90m away (> 60m)
5539,HIBERNIA DR,C,640,76.2,nearest parcel 76m away (> 60m)
5401,LONSDALE PL S,UNIT D,401,29.5,nearest non-residential (401)
5415,YORKSHIRE TERRACE DR,7A,403,34.3,nearest non-residential (403)
5629,HIBERNIA DR,,510,93.6,nearest parcel 94m away (> 60m)
2198,SUNSHINE PL,,520,115.2,nearest parcel 115m away (> 60m)
2112,MUIRWOOD DR,,400,124.7,nearest parcel 125m away (> 60m)
3359,WINTER LANE PARK,,510,85.2,nearest parcel 85m away (> 60m)
5418,LONSDALE PL S,UNIT A,401,50.4,nearest non-residential (401)
2667,BRICE RD,,422,75.5,nearest parcel 75m away (> 60m)
1745,LONSDALE PL E,UNIT B,403,36.8,nearest non-residential (403)
3266,WINTER LANE PARK,,481,96.8,nearest parcel 97m away (> 60m)
5516,E LIVINGSTON AVE,,,18.7,nearest non-residential ()
5515,CANTARA PL,6,403,36.6,nearest non-residential (403)
3130,S HAMILTON RD,,425,27.8,nearest non-residential (425)
4404,CROSSROADS CENTER,,444,40.1,nearest non-residential (444)
2851,CITIZENS PL,F,435,93.0,nearest parcel 93m away (> 60m)
2791,CITIZENS PL,H,403,112.0,nearest parcel 112m away (> 60m)
2834,WYMAN CT,D,403,59.2,nearest non-residential (403)
4540,LAKE SIDE N,B,400,155.4,nearest parcel 155m away (> 60m)
1823,BAIRSFORD DR,,403,58.2,nearest non-residential (403)
4599,REFUGEE RD,2B,403,41.8,nearest non-residential (403)
4581,MONMOUTH CT,,403,81.9,nearest parcel 82m away (> 60m)
4551,LAKE SIDE S,A,122,72.3,nearest parcel 72m away (> 60m)
4619,REFUGEE RD,2A,403,64.7,nearest parcel 65m away (> 60m)
4619,REFUGEE RD,1C,403,83.0,nearest parcel 83m away (> 60m)
4617,HEBRIDES DR,D,403,100.2,nearest parcel 100m away (> 60m)
2813,TENNYSON BLVD,211,403,29.6,nearest non-residential (403)
2810,TENNYSON BLVD,B,403,52.0,nearest non-residential (403)
2361,SHORE BLVD E,G,403,163.8,nearest parcel 164m away (> 60m)
4661,REFUGEE RD,2C,403,71.9,nearest parcel 72m away (> 60m)
2824,TENNYSON BLVD,D,403,104.5,nearest parcel 104m away (> 60m)
2962,NATHANIEL BLVD,A,403,135.0,nearest parcel 135m away (> 60m)
4630,HILTON CORPORATE DR,114,411,85.7,nearest parcel 86m away (> 60m)
4650,HILTON CORPORATE DR,211,484,85.7,nearest parcel 86m away (> 60m)
1295,STEVENLANE BLVD,,,47.8,nearest non-residential ()
5685,BAIRSFORD CIR N,1,403,30.5,nearest non-residential (403)
5675,BAIRSFORD CIR N,20,403,20.9,nearest non-residential (403)
194,CHANTRY DR,,447,15.6,nearest non-residential (447)
624,CHANTRY DR,,447,15.6,nearest non-residential (447)
158,CHANTRY DR,,447,15.6,nearest non-residential (447)
90,CHANTRY DR,,447,15.6,nearest non-residential (447)
2575,SILVER OAK DR,,455,104.3,nearest parcel 104m away (> 60m)
1798,CHANNINGWAY CT W,,403,33.4,nearest non-residential (403)
2319,HAMILTON RD,,425,14.2,nearest non-residential (425)
2843,CITIZENS PL,G,403,91.5,nearest parcel 92m away (> 60m)
5591,AUTUMN CHASE DR,A,411,30.6,nearest non-residential (411)
5565,HUTCHINSTONE RD,,403,72.1,nearest parcel 72m away (> 60m)
2810,CITIZENS PL,C,403,24.8,nearest non-residential (403)
2774,CITIZENS PL,H,403,119.4,nearest parcel 119m away (> 60m)
2748,CITIZENS PL,C,403,147.4,nearest parcel 147m away (> 60m)
2400,SHORE BLVD W,,403,52.3,nearest non-residential (403)
5560,CHANTRY DR,,403,41.9,nearest non-residential (403)
4595,REFUGEE RD,3D,403,58.9,nearest non-residential (403)
4593,REFUGEE RD,1E,403,72.6,nearest parcel 73m away (> 60m)
4564,MANDEVILLE CT,D,685,61.3,nearest parcel 61m away (> 60m)
2870,WOOLWICH CT,104,685,94.5,nearest parcel 94m away (> 60m)
4582,HEMINGWAY CT,D,685,112.4,nearest parcel 112m away (> 60m)
4583,MONMOUTH CT,,403,87.7,nearest parcel 88m away (> 60m)
4583,ISINGTON CT,A,685,135.8,nearest parcel 136m away (> 60m)
2789,NEWCASTLE CT,,403,66.6,nearest parcel 67m away (> 60m)
4595,REFUGEE RD,2B,403,47.0,nearest non-residential (403)
4585,LAKE SIDE S,J,122,75.0,nearest parcel 75m away (> 60m)
4580,LAKE SIDE N,B,351,174.4,nearest parcel 174m away (> 60m)
198,CHANTRY DR,,447,15.6,nearest non-residential (447)
402,CHANTRY DR,,447,15.6,nearest non-residential (447)
5854,MCKAHAN CT,,,9.9,nearest non-residential ()
4626,CHANNING TER,B,403,91.6,nearest parcel 92m away (> 60m)
4659,COLERIDGE CT,,403,80.5,nearest parcel 80m away (> 60m)
2942,NATHANIEL BLVD,C,403,111.5,nearest parcel 112m away (> 60m)
1285,YORKLAND RD,UNIT H,403,32.0,nearest non-residential (403)
5878,YORKLAND CT,UNIT L,403,56.6,nearest non-residential (403)
1524,ABRAHAM WOODS,,,10.8,nearest non-residential ()
3178,WEBSTER DR,,685,45.5,nearest non-residential (685)
6709,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6613,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5864,CHATFORD DR,E,403,14.2,nearest non-residential (403)
1918,FOUNTAINVIEW CT,,403,83.6,nearest parcel 84m away (> 60m)
1900,FOUNTAINVIEW CT,,441,105.8,nearest parcel 106m away (> 60m)
2797,BERWICK SQ,,403,6.7,nearest non-residential (403)
2765,NOE-BIXBY RD,,502,136.9,nearest parcel 137m away (> 60m)
1950,FOUNTAINVIEW CT,D,403,103.9,nearest parcel 104m away (> 60m)
1946,FOUNTAINVIEW CT,E,403,111.2,nearest parcel 111m away (> 60m)
2780,GROSSE POINT,,403,99.4,nearest parcel 99m away (> 60m)
2782,GROSSE POINT,,403,94.2,nearest parcel 94m away (> 60m)
1925,OLDE COVENTRY RD,,403,92.2,nearest parcel 92m away (> 60m)
6066,CHANNINGWAY BLVD,,449,12.0,nearest non-residential (449)
1921,OLDE COVENTRY RD E,,403,14.5,nearest non-residential (403)
5121,CEDAR DR,H,,25.8,nearest non-residential ()
5145,CEDAR DR,L,,23.4,nearest non-residential ()
5167,CEDAR DR,K,,2.3,nearest non-residential ()
2810,BANWICK RD,,351,95.1,nearest parcel 95m away (> 60m)
3649,RIVERDALE SQ,,625,50.8,nearest non-residential (625)
3660,RIVERDALE SQ,,403,55.7,nearest non-residential (403)
3729,BUCKMAN ST,,500,1.3,nearest=vacant land
3722,BIRCHTREE LN,,403,92.9,nearest parcel 93m away (> 60m)
3709,CHARBERT CT,,403,44.5,nearest non-residential (403)
3722,DAWN CT,,403,68.7,nearest parcel 69m away (> 60m)
2213,COURTSIDE DR,E,400,2.4,nearest non-residential (400)
2231,COURTSIDE DR,C,400,37.7,nearest non-residential (400)
3737,CHARBERT CT,,403,78.4,nearest parcel 78m away (> 60m)
1727,LONSDALE RD,A,401,28.0,nearest non-residential (401)
5415,YORKSHIRE TERRACE DR,7B,403,33.4,nearest non-residential (403)
3681,KIDRON CT,,403,105.4,nearest parcel 105m away (> 60m)
5427,LONSDALE PL S,,401,42.9,nearest non-residential (401)
5430,LONSDALE PL S,UNIT B,403,64.9,nearest parcel 65m away (> 60m)
5665,HIBERNIA DR,B,510,68.3,nearest parcel 68m away (> 60m)
5645,HIBERNIA DR,A,510,92.2,nearest parcel 92m away (> 60m)
5649,HIBERNIA DR,B,510,91.5,nearest parcel 92m away (> 60m)
2199,MUIRWOOD DR,,403,97.2,nearest parcel 97m away (> 60m)
3259,WINTER LANE PARK,,510,90.7,nearest parcel 91m away (> 60m)
5800,HIBERNIA DR,B,403,37.9,nearest non-residential (403)
2625,WINCHESTER PIKE,,465,71.5,nearest parcel 71m away (> 60m)
2241,SEVILLE AVE,,403,79.3,nearest parcel 79m away (> 60m)
4247,DONLYN CT,,447,35.0,nearest non-residential (447)
1740,LONSDALE PL E,UNIT A,403,77.7,nearest parcel 78m away (> 60m)
5515,CANTARA PL,2,403,37.9,nearest non-residential (403)
1557,BANDERA CT,,403,32.0,nearest non-residential (403)
4259,KIMBERLY PKWY,,425,25.6,nearest non-residential (425)
4230,S HAMILTON RD,,426,83.9,nearest parcel 84m away (> 60m)
5481,CHATFORD SQ,,403,94.7,nearest parcel 95m away (> 60m)
2246,S HAMILTON RD,103,425,53.7,nearest non-residential (425)
2426,SHORE BLVD W,,403,72.5,nearest parcel 73m away (> 60m)
4520,LAKE SIDE N,,350,129.4,nearest parcel 129m away (> 60m)
5589,AUTUMN CHASE DR,B,411,29.2,nearest non-residential (411)
2870,WOOLWICH CT,204,685,97.1,nearest parcel 97m away (> 60m)
4579,HEMINGWAY CT,B,685,99.5,nearest parcel 99m away (> 60m)
2451,SHORE BLVD E,A,403,68.4,nearest parcel 68m away (> 60m)
2411,SHORE BLVD E,K,403,53.6,nearest non-residential (403)
2429,SHORE BLVD E,,403,40.6,nearest non-residential (403)
2884,NATHANIEL BLVD,,403,78.7,nearest parcel 79m away (> 60m)
436,CHANTRY DR,,447,15.6,nearest non-residential (447)
364,CHANTRY DR,,447,15.6,nearest non-residential (447)
2621,SILVER OAK DR,,403,119.8,nearest parcel 120m away (> 60m)
2783,GROSSE POINT,,403,87.2,nearest parcel 87m away (> 60m)
2744,BRANDY DR,104,403,26.8,nearest non-residential (403)
5880,YORKLAND CT,UNIT D,,31.7,nearest non-residential ()
2798,GROSSE POINT,,403,47.2,nearest non-residential (403)
3346,TRADAN DR,,403,75.9,nearest parcel 76m away (> 60m)
2233,GARNET PL,,403,22.3,nearest non-residential (403)
