number,street,unit,nearest_parcel_land_use,distance_m,reason
6473,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6183,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
3269,SUNMARK AVE,,,19.9,nearest non-residential ()
5852,CHATFORD DR,F,403,42.9,nearest non-residential (403)
5842,CHATFORD DR,,403,19.6,nearest non-residential (403)
5820,CHATFORD DR,,403,19.6,nearest non-residential (403)
5884,CHATFORD DR,,403,63.7,nearest parcel 64m away (> 60m)
5007,COVENTRY CT N,,510,70.5,nearest parcel 71m away (> 60m)
2088,PINE GROVE LN,,403,24.3,nearest non-residential (403)
1858,COVENTRY LN,D,403,28.3,nearest non-residential (403)
6011,LAKE CLUB SQ,,400,56.3,nearest non-residential (400)
1950,FOUNTAINVIEW CT,F,403,118.7,nearest parcel 119m away (> 60m)
1882,FOUNTAINVIEW CT,,441,84.8,nearest parcel 85m away (> 60m)
3598,RIVERDALE SQ,,685,71.3,nearest parcel 71m away (> 60m)
5861,CHANTRY DR,,422,38.3,nearest non-residential (422)
6024,LAKE CLUB CT,,449,116.0,nearest parcel 116m away (> 60m)
5099,CEDAR DR,H,,22.4,nearest non-residential ()
2508,COURTRIGHT RD,,402,55.4,nearest non-residential (402)
3573,ARIEL DR,,403,38.5,nearest non-residential (403)
5141,CEDAR DR,C,,22.5,nearest non-residential ()
3763,KIMBERLY WEST DR,UNIT 6,403,59.2,nearest non-residential (403)
2233,COURTSIDE DR,G,400,47.0,nearest non-residential (400)
3789,SOFT WIND DR,,520,70.6,nearest parcel 71m away (> 60m)
2438,KIMBERLY WOODS DR,,680,28.7,nearest non-residential (680)
2317,MUIRWOOD DR,,520,70.9,nearest parcel 71m away (> 60m)
2244,MUIRWOOD DR,,403,27.5,nearest non-residential (403)
2298,SEVILLE AVE,,403,43.9,nearest non-residential (403)
2254,SEVILLE AVE,,403,34.7,nearest non-residential (403)
5770,HIBERNIA DR,C,403,65.6,nearest parcel 66m away (> 60m)
5484,DUNFIELD LN,3,403,51.3,nearest non-residential (403)
4252,EASTLAND SQUARE DR,,426,121.0,nearest parcel 121m away (> 60m)
5712,HIBERNIA DR,C,690,80.9,nearest parcel 81m away (> 60m)
5542,DUNFIELD LN,6,403,39.4,nearest non-residential (403)
3138,S HAMILTON RD,,425,20.1,nearest non-residential (425)
2785,CITIZENS PL,A,403,107.8,nearest parcel 108m away (> 60m)
1813,BAIRSFORD DR,1C,403,26.2,nearest non-residential (403)
5594,AUTUMN CHASE DR,A,411,37.2,nearest non-residential (411)
2784,BERWICK SQ,,403,39.5,nearest non-residential (403)
4650,HILTON CORPORATE DR,208,484,76.5,nearest parcel 76m away (> 60m)
4729,HILTON CORPORATE DR,,447,60.0,nearest non-residential (447)
6103,MCNAUGHTEN CENTER,,425,22.9,nearest non-residential (425)
6249,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6301,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5820,MAPLE TREE LN,,454,167.4,nearest parcel 167m away (> 60m)
5858,CHATFORD DR,F,403,31.4,nearest non-residential (403)
5936,SHANA DR,,553,63.5,nearest parcel 64m away (> 60m)
5862,CHATFORD DR,,403,19.6,nearest non-residential (403)
1969,FOUNTAINVIEW CT,,403,32.8,nearest non-residential (403)
2899,SHILLING DR,,403,31.2,nearest non-residential (403)
2894,SHILLING DR,,403,41.5,nearest non-residential (403)
5904,CHATFORD DR,B,449,106.2,nearest parcel 106m away (> 60m)
1936,FOUNTAINVIEW CT,,403,105.4,nearest parcel 105m away (> 60m)
1944,FOUNTAINVIEW CT,B,403,110.3,nearest parcel 110m away (> 60m)
6014,LAKE CLUB SQ,,430,89.8,nearest parcel 90m away (> 60m)
4954,OLDE COVENTRY RD W,,403,114.8,nearest parcel 115m away (> 60m)
4982,OLDE COVENTRY RD W,,403,70.8,nearest parcel 71m away (> 60m)
5015,COVENTRY CT N,,510,70.1,nearest parcel 70m away (> 60m)
2610,BIRCHTREE WAY,,403,101.6,nearest parcel 102m away (> 60m)
3719,KNIGHTSWAY LN,,403,76.9,nearest parcel 77m away (> 60m)
3741,NOAM CT,,403,62.7,nearest parcel 63m away (> 60m)
2207,COURTSIDE DR,A,400,11.7,nearest non-residential (400)
3760,WESTPOINT DR,UNIT 3,403,31.2,nearest non-residential (403)
3763,KIMBERLY WEST DR,UNIT 1,403,68.9,nearest parcel 69m away (> 60m)
3763,KIMBERLY WEST DR,UNIT 3,403,67.0,nearest parcel 67m away (> 60m)
2233,COURTSIDE DR,A,400,43.3,nearest non-residential (400)
3690,SOFT WIND DR,,403,31.8,nearest non-residential (403)
2191,SOFT WIND CT,,403,57.2,nearest non-residential (403)
3731,SOFT WIND DR,,403,68.9,nearest parcel 69m away (> 60m)
5393,YORKSHIRE TERRACE DR,6C,403,56.4,nearest non-residential (403)
5575,HIBERNIA DR,,510,77.6,nearest parcel 78m away (> 60m)
5535,HIBERNIA DR,B,640,67.8,nearest parcel 68m away (> 60m)
5415,YORKSHIRE TERRACE DR,6C,403,21.2,nearest non-residential (403)
3927,KIMBERLY PKWY N,,550,82.2,nearest parcel 82m away (> 60m)
3933,KIMBERLY PKWY N,,550,99.9,nearest parcel 100m away (> 60m)
2060,SUNSHINE PL,,403,35.7,nearest non-residential (403)
2160,SUNSHINE PL,,400,102.3,nearest parcel 102m away (> 60m)
2120,SUNSHINE PL,,400,96.2,nearest parcel 96m away (> 60m)
5632,HIBERNIA DR,,403,36.0,nearest non-residential (403)
5440,LONSDALE PL S,UNIT C,403,40.7,nearest non-residential (403)
5774,HIBERNIA DR,B,403,66.8,nearest parcel 67m away (> 60m)
5502,DUNFIELD LN,5,403,62.9,nearest parcel 63m away (> 60m)
5766,HIBERNIA DR,A,403,58.3,nearest non-residential (403)
5754,HIBERNIA DR,B,403,36.0,nearest non-residential (403)
2286,MUIRWOOD DR,,400,63.3,nearest parcel 63m away (> 60m)
2128,MUIRWOOD DR,,481,129.0,nearest parcel 129m away (> 60m)
2367,MERCEDES LN,,403,94.0,nearest parcel 94m away (> 60m)
5504,E LIVINGSTON AVE,,403,47.7,nearest non-residential (403)
5457,CHATFORD SQ,,403,52.9,nearest non-residential (403)
2549,FRANKSWAY ST,,422,34.4,nearest non-residential (422)
4440,KINGSLAND AVE,,685,75.1,nearest parcel 75m away (> 60m)
5561,HUTCHINSTONE RD,,495,74.3,nearest parcel 74m away (> 60m)
5560,MILLERSFIELD DR,,403,75.7,nearest parcel 76m away (> 60m)
2851,CITIZENS PL,B,435,92.2,nearest parcel 92m away (> 60m)
2860,CITIZENS PL,C,685,98.5,nearest parcel 98m away (> 60m)
2801,MARWOOD CT,A,403,50.0,nearest non-residential (403)
544,CHANTRY DR,,447,15.3,nearest non-residential (447)
138,CHANTRY DR,,447,15.6,nearest non-residential (447)
450,CHANTRY DR,,447,15.6,nearest non-residential (447)
536,CHANTRY DR,,447,15.6,nearest non-residential (447)
5625,CHANTRY DR,,447,26.7,nearest non-residential (447)
2747,TENNYSON BLVD,C,403,111.1,nearest parcel 111m away (> 60m)
4501,LAKE SIDE S,D,400,117.4,nearest parcel 117m away (> 60m)
4535,LAKE SIDE S,J,400,110.4,nearest parcel 110m away (> 60m)
2440,SHORE BLVD W,A,480,83.3,nearest parcel 83m away (> 60m)
4563,HEMINGWAY CT,A,685,72.9,nearest parcel 73m away (> 60m)
4607,REFUGEE RD,1A,403,59.9,nearest non-residential (403)
1285,YORKLAND RD,UNIT O,403,41.4,nearest non-residential (403)
4621,REFUGEE RD,1B,403,73.8,nearest parcel 74m away (> 60m)
2881,TENNYSON BLVD,106,403,121.7,nearest parcel 122m away (> 60m)
4661,REFUGEE RD,2B,403,61.6,nearest parcel 62m away (> 60m)
2900,NATHANIEL BLVD,B,403,67.2,nearest parcel 67m away (> 60m)
4630,HILTON CORPORATE DR,218,411,78.5,nearest parcel 78m away (> 60m)
2519,EASTERN PINE RD,,403,81.7,nearest parcel 82m away (> 60m)
1281,MCNAUGHTEN RD,UNIT A,403,66.8,nearest parcel 67m away (> 60m)
1520,ABRAHAM WOODS,,,11.8,nearest non-residential ()
4655,REFUGEE RD,3B,403,58.8,nearest non-residential (403)
4632,CHANNING TER,A,403,110.4,nearest parcel 110m away (> 60m)
4669,REFUGEE RD,1I,403,9.4,nearest non-residential (403)
2902,MERRYMOUNT CT,D,403,116.5,nearest parcel 117m away (> 60m)
2866,MERRYMOUNT CT,A,403,166.2,nearest parcel 166m away (> 60m)
5880,YORKLAND CT,UNIT G,,18.0,nearest non-residential ()
5894,CHATTERTON RD,,,29.3,nearest non-residential ()
5723,SPRUCE TREE DR,,403,96.5,nearest parcel 97m away (> 60m)
2517,EASTERN PINE RD,,403,75.8,nearest parcel 76m away (> 60m)
5816,CHATFORD DR,D,899,108.7,nearest parcel 109m away (> 60m)
6723,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6411,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
3683,FARTHING LN,,403,57.0,nearest non-residential (403)
6201,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5984,ABERNATHY LN,,,17.3,nearest non-residential ()
5876,CHATFORD DR,F,403,27.6,nearest non-residential (403)
3420,WALNUT DR,,650,125.7,nearest parcel 126m away (> 60m)
2764,BRANDY DR,203,403,53.2,nearest non-residential (403)
5988,LAKE CLUB SQ,,403,96.3,nearest parcel 96m away (> 60m)
2496,FOREST GREEN CT,,401,43.9,nearest non-residential (401)
1896,OLDE COVENTRY RD E,,403,54.3,nearest non-residential (403)
5011,COVENTRY CT N,,510,69.4,nearest parcel 69m away (> 60m)
1900,OLDE COVENTRY RD E,,403,54.9,nearest non-residential (403)
5095,CEDAR DR,G,,29.6,nearest non-residential ()
2158,RIVERDALE SQ E,,403,26.9,nearest non-residential (403)
3636,RIVERDALE SQ,,625,74.0,nearest parcel 74m away (> 60m)
5121,CEDAR DR,B,,23.8,nearest non-residential ()
3723,BIRCHTREE LN,,403,88.0,nearest parcel 88m away (> 60m)
2412,HUDSON BAY WAY,,510,91.5,nearest parcel 91m away (> 60m)
2362,CANAL BAY WAY,,403,41.8,nearest non-residential (403)
3916,MAUMEE BAY WAY,,510,84.1,nearest parcel 84m away (> 60m)
2187,SUNSHINE PL,,403,33.4,nearest non-residential (403)
2114,SUNSHINE PL,,400,78.6,nearest parcel 79m away (> 60m)
2118,SUNSHINE PL,,400,86.8,nearest parcel 87m away (> 60m)
2275,MUIRWOOD DR,,400,40.6,nearest non-residential (400)
5652,HIBERNIA DR,A,403,40.1,nearest non-residential (403)
5456,E LIVINGSTON AVE,,,24.1,nearest non-residential ()
5796,HIBERNIA DR,B,403,45.9,nearest non-residential (403)
3319,SUFFIELD,,510,113.3,nearest parcel 113m away (> 60m)
1740,LONSDALE PL E,UNIT D,403,86.4,nearest parcel 86m away (> 60m)
3314,SUFFIELD,,510,63.8,nearest parcel 64m away (> 60m)
2817,CITIZENS PL,D,403,85.2,nearest parcel 85m away (> 60m)
1832,S HAMILTON RD,,510,218.2,nearest parcel 218m away (> 60m)
2774,CITIZENS PL,F,403,119.5,nearest parcel 119m away (> 60m)
2836,WYMAN CT,C,403,69.9,nearest parcel 70m away (> 60m)
2784,MARWOOD CT,B,403,69.2,nearest parcel 69m away (> 60m)
4530,LAKE SIDE N,J,400,130.9,nearest parcel 131m away (> 60m)
2510,PARK CRESCENT,,455,48.1,nearest non-residential (455)
5675,BAIRSFORD CIR N,10,403,23.2,nearest non-residential (403)
2791,NEWCASTLE CT,C,403,68.1,nearest parcel 68m away (> 60m)
4570,LAKE SIDE N,I,351,145.7,nearest parcel 146m away (> 60m)
4605,REFUGEE RD,1C,403,60.7,nearest parcel 61m away (> 60m)
4621,REFUGEE RD,3B,403,67.6,nearest parcel 68m away (> 60m)
4621,REFUGEE RD,3D,403,53.6,nearest non-residential (403)
2797,TENNYSON BLVD,A,403,11.1,nearest non-residential (403)
2810,TENNYSON BLVD,A,403,48.9,nearest non-residential (403)
2814,TENNYSON BLVD,A,403,71.3,nearest parcel 71m away (> 60m)
662,CHANTRY DR,,447,15.6,nearest non-residential (447)
514,CHANTRY DR,,447,15.6,nearest non-residential (447)
2572,SILVER OAK DR,,403,73.2,nearest parcel 73m away (> 60m)
5657,MAPLE TREE LN,,403,66.9,nearest parcel 67m away (> 60m)
5780,SARANAC DR,,403,40.8,nearest non-residential (403)
2003,ZETTLER RD,,300,105.6,nearest parcel 106m away (> 60m)
2853,CITIZENS PL,D,436,106.3,nearest parcel 106m away (> 60m)
2234,S HAMILTON RD,100,447,51.8,nearest non-residential (447)
2787,MARWOOD CT,,403,82.3,nearest parcel 82m away (> 60m)
2747,TENNYSON BLVD,B,403,107.5,nearest parcel 107m away (> 60m)
2782,MARWOOD CT,,403,65.1,nearest parcel 65m away (> 60m)
2730,TENNYSON BLVD,B,481,172.8,nearest parcel 173m away (> 60m)
610,CHANTRY DR,,447,15.6,nearest non-residential (447)
166,CHANTRY DR,,447,15.6,nearest non-residential (447)
418,CHANTRY DR,,447,15.6,nearest non-residential (447)
472,CHANTRY DR,,447,15.6,nearest non-residential (447)
5589,CHANTRY DR,,447,51.6,nearest non-residential (447)
3170,WEBSTER DR,,685,35.6,nearest non-residential (685)
4536,LAKE SIDE S,D,403,147.6,nearest parcel 148m away (> 60m)
2820,WYMAN CT,D,403,34.3,nearest non-residential (403)
2765,TENNYSON BLVD,C,403,99.7,nearest parcel 100m away (> 60m)
4556,LAKE SIDE N,,400,154.8,nearest parcel 155m away (> 60m)
4619,REFUGEE RD,2B,403,68.8,nearest parcel 69m away (> 60m)
4615,HEBRIDES DR,D,403,107.6,nearest parcel 108m away (> 60m)
2841,ROCKFORD LN,,403,66.4,nearest parcel 66m away (> 60m)
2814,TENNYSON BLVD,D,403,74.0,nearest parcel 74m away (> 60m)
5741,CHANTRY DR,,426,77.1,nearest parcel 77m away (> 60m)
5674,GREENPINE ST,,400,67.7,nearest parcel 68m away (> 60m)
5719,SPRUCE TREE DR,,403,80.1,nearest parcel 80m away (> 60m)
5731,SPRUCE TREE DR,,400,107.0,nearest parcel 107m away (> 60m)
2503,EASTERN PINE RD,,403,87.4,nearest parcel 87m away (> 60m)
1281,MCNAUGHTEN RD,UNIT C,403,75.0,nearest parcel 75m away (> 60m)
4686,FENIMORE CT,A,403,129.2,nearest parcel 129m away (> 60m)
4650,HILTON CORPORATE DR,216,484,78.3,nearest parcel 78m away (> 60m)
6285,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6233,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5846,CHATFORD DR,E,403,60.1,nearest parcel 60m away (> 60m)
2785,GROSSE POINT,,403,93.2,nearest parcel 93m away (> 60m)
3286,TRADAN DR,,403,75.2,nearest parcel 75m away (> 60m)
2808,GROSSE POINT,,403,26.6,nearest non-residential (403)
3180,ELIM MANOR CT,213,591,9.3,nearest non-residential (591)
1879,FOUNTAINVIEW CT,D,899,70.5,nearest parcel 71m away (> 60m)
2089,LAKE CLUB TER,A,400,56.0,nearest non-residential (400)
5989,LAKE CLUB SQ,,403,41.8,nearest non-residential (403)
6069,LAKE CLUB PL,,449,114.6,nearest parcel 115m away (> 60m)
2081,PINE GROVE LN,,401,36.7,nearest non-residential (401)
5034,COVENTRY DR,C,403,58.2,nearest non-residential (403)
5040,COVENTRY DR,C,510,68.3,nearest parcel 68m away (> 60m)
2564,SPRINGWAY CT,,402,67.9,nearest parcel 68m away (> 60m)
2484,BENIE CT,,403,63.7,nearest parcel 64m away (> 60m)
5321,YORKSHIRE TERRACE DR,D,402,47.3,nearest non-residential (402)
3717,CHARBERT CT,,403,62.4,nearest parcel 62m away (> 60m)
2500,BENIE CT,,403,10.0,nearest non-residential (403)
1759,LONSDALE RD,B,401,17.7,nearest non-residential (401)
5621,HIBERNIA DR,A,403,91.2,nearest parcel 91m away (> 60m)
2410,CANAL BAY WAY,,403,44.2,nearest non-residential (403)
3967,PENNIMAN ST,,501,31.9,nearest=vacant land
5440,LONSDALE PL N,UNIT C,439,31.4,nearest non-residential (439)
5762,HIBERNIA DR,C,403,53.6,nearest non-residential (403)
5788,HIBERNIA DR,B,403,56.5,nearest non-residential (403)
5542,DUNFIELD LN,3,403,34.6,nearest non-residential (403)
2108,MUIRWOOD DR,,400,125.5,nearest parcel 126m away (> 60m)
5551,CHATFORD DR,B,403,28.7,nearest non-residential (403)
4233,DONLYN CT,,447,62.9,nearest parcel 63m away (> 60m)
4287,DONLYN CT,,447,28.7,nearest non-residential (447)
1811,BAIRSFORD DR,1M,403,25.1,nearest non-residential (403)
1803,BAIRSFORD DR,,680,57.9,nearest non-residential (680)
4259,EASTLAND SQUARE DR,,422,69.7,nearest parcel 70m away (> 60m)
4319,DONLYN CT,,447,7.1,nearest non-residential (447)
4280,EASTLAND SQUARE DR,,426,70.4,nearest parcel 70m away (> 60m)
1801,BAIRSFORD DR,,680,55.4,nearest non-residential (680)
5593,AUTUMN CHASE DR,B,411,44.1,nearest non-residential (411)
2339,HAMILTON RD,,425,14.2,nearest non-residential (425)
3156,S HAMILTON RD,,425,45.6,nearest non-residential (425)
1762,BAIRSFORD DR,,400,53.9,nearest non-residential (400)
6026,ABERNATHY LN,,640,45.1,nearest non-residential (640)
1948,FOUNTAINVIEW CT,D,403,101.6,nearest parcel 102m away (> 60m)
4988,OLDE COVENTRY RD W,,403,57.9,nearest non-residential (403)
1849,COVENTRY LN,,403,63.1,nearest parcel 63m away (> 60m)
1962,LAKE CLUB DR,,449,48.6,nearest non-residential (449)
2494,FOREST GREEN CT,,401,44.5,nearest non-residential (401)
5099,CEDAR DR,E,,31.5,nearest non-residential ()
5141,CEDAR DR,F,,18.8,nearest non-residential ()
3754,BUCKMAN ST,,500,2.0,nearest=vacant land
2525,COURTRIGHT RD,,401,64.4,nearest parcel 64m away (> 60m)
3716,NOAM CT,,520,79.0,nearest parcel 79m away (> 60m)
2309,PETZINGER CT,,640,24.7,nearest non-residential (640)
3796,BUCKMAN ST,,500,13.3,nearest=vacant land
2225,COURTSIDE DR,D,400,35.4,nearest non-residential (400)
2377,CANAL BAY WAY,,403,32.5,nearest non-residential (403)
2402,CANAL BAY WAY,,403,32.4,nearest non-residential (403)
5415,YORKSHIRE TERRACE DR,4C,403,8.8,nearest non-residential (403)
5415,YORKSHIRE TERRACE DR,2B,403,15.5,nearest non-residential (403)
5617,HIBERNIA DR,C,510,82.8,nearest parcel 83m away (> 60m)
5459,E LIVINGSTON AVE,UNIT A,439,39.4,nearest non-residential (439)
5438,CHATFORD SQ,,403,38.3,nearest non-residential (403)
2739,EASTLAND MALL,,427,44.5,nearest non-residential (427)
4251,DONLYN CT,,447,35.0,nearest non-residential (447)
4295,DONLYN CT,,447,35.0,nearest non-residential (447)
4307,DONLYN CT,,447,34.2,nearest non-residential (447)
4351,DONLYN CT,,447,16.9,nearest non-residential (447)
3385,SUFFIELD,,510,93.2,nearest parcel 93m away (> 60m)
4299,KIMBERLY PKWY,,685,21.6,nearest non-residential (685)
5551,CHATFORD DR,J,403,41.3,nearest non-residential (403)
5555,AUTUMN CHASE DR,,411,68.1,nearest parcel 68m away (> 60m)
1811,BAIRSFORD DR,2I,403,28.9,nearest non-residential (403)
2845,CITIZENS PL,A,499,74.0,nearest parcel 74m away (> 60m)
2244,S HAMILTON RD,103,447,39.8,nearest non-residential (447)
2743,TENNYSON BLVD,A,403,132.4,nearest parcel 132m away (> 60m)
2783,MARWOOD CT,,403,70.7,nearest parcel 71m away (> 60m)
4499,LAKE SIDE S,B,400,114.7,nearest parcel 115m away (> 60m)
4501,LAKE SIDE S,B,400,109.1,nearest parcel 109m away (> 60m)
4597,REFUGEE RD,3E,403,45.2,nearest non-residential (403)
2784,MARWOOD CT,C,403,69.8,nearest parcel 70m away (> 60m)
2774,TENNYSON BLVD,,403,76.9,nearest parcel 77m away (> 60m)
4605,REFUGEE RD,3A,403,72.5,nearest parcel 72m away (> 60m)
5667,E LIVINGSTON AVE,,403,48.2,nearest non-residential (403)
2881,TENNYSON BLVD,105,403,120.3,nearest parcel 120m away (> 60m)
2810,TENNYSON BLVD,D,403,51.5,nearest non-residential (403)
4657,REFUGEE RD,2F,403,85.7,nearest parcel 86m away (> 60m)
4663,REFUGEE RD,1B,403,73.1,nearest parcel 73m away (> 60m)
4647,COLERIDGE CT,,403,36.8,nearest non-residential (403)
4680,FENIMORE CT,D,403,106.9,nearest parcel 107m away (> 60m)
504,CHANTRY DR,,447,15.6,nearest non-residential (447)
124,CHANTRY DR,,447,15.6,nearest non-residential (447)
2569,SILVER OAK DR,,455,113.8,nearest parcel 114m away (> 60m)
4690,HILTON CORPORATE DR,,484,76.4,nearest parcel 76m away (> 60m)
4761,HILTON CORPORATE DR,,447,38.3,nearest non-residential (447)
5772,SARANAC DR,,403,47.3,nearest non-residential (403)
1777,CHANNINGWAY CT E,,499,20.7,nearest non-residential (499)
3273,CALVEYLEE LN,,,14.4,nearest non-residential ()
2813,GROSSE POINT,,403,59.1,nearest non-residential (403)
5816,CHATFORD DR,H,899,103.0,nearest parcel 103m away (> 60m)
6701,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6118,MCNAUGHTEN CENTER,,458,24.0,nearest non-residential (458)
6124,MCNAUGHTEN CENTER,,458,41.4,nearest non-residential (458)
5978,ABERNATHY LN,,,20.7,nearest non-residential ()
6000,ABERNATHY LN,,,13.9,nearest non-residential ()
5876,CHATFORD DR,B,403,25.3,nearest non-residential (403)
2865,CITIZENS PL,A,670,86.7,nearest parcel 87m away (> 60m)
2448,SHORE BLVD W,,480,85.7,nearest parcel 86m away (> 60m)
4575,MANDEVILLE CT,C,685,106.6,nearest parcel 107m away (> 60m)
4570,ISINGTON CT,211,403,78.1,nearest parcel 78m away (> 60m)
2870,WOOLWICH CT,210,685,114.8,nearest parcel 115m away (> 60m)
2740,TENNYSON BLVD,A,403,158.9,nearest parcel 159m away (> 60m)
5726,SARANAC DR,,520,67.0,nearest parcel 67m away (> 60m)
3155,WEBSTER DR,,458,91.7,nearest parcel 92m away (> 60m)
3190,WEBSTER DR,,685,52.0,nearest non-residential (685)
4609,REFUGEE RD,1J,403,79.2,nearest parcel 79m away (> 60m)
4611,REFUGEE RD,2A,403,67.5,nearest parcel 67m away (> 60m)
2881,TENNYSON BLVD,101,403,116.6,nearest parcel 117m away (> 60m)
4632,CHANNING TER,D,403,110.6,nearest parcel 111m away (> 60m)
298,CHANTRY DR,,447,15.6,nearest non-residential (447)
252,CHANTRY DR,,447,15.6,nearest non-residential (447)
522,CHANTRY DR,,447,15.6,nearest non-residential (447)
486,CHANTRY DR,,447,15.6,nearest non-residential (447)
2809,BERWICK SQ,,403,7.7,nearest non-residential (403)
2804,BERWICK SQ,,403,30.5,nearest non-residential (403)
3189,WEBSTER DR,,403,70.6,nearest parcel 71m away (> 60m)
2766,GROSSE POINT,,403,85.1,nearest parcel 85m away (> 60m)
5672,GREENPINE ST,,400,62.0,nearest parcel 62m away (> 60m)
2499,EASTERN PINE RD,,403,90.8,nearest parcel 91m away (> 60m)
5753,SPRUCE TREE DR,,400,122.8,nearest parcel 123m away (> 60m)
5809,MAPLE TREE LN,,454,159.4,nearest parcel 159m away (> 60m)
5834,CHATFORD DR,E,899,77.3,nearest parcel 77m away (> 60m)
3360,TRADAN DR,,400,43.2,nearest non-residential (400)
6109,MCNAUGHTEN CENTER,,425,28.7,nearest non-residential (425)
6499,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6575,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6509,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
